case_id,domain,group_id,target_id,true_label,truth_status,explained_label,feature,rank,file_score_drop_when_occluded,feature_family,is_mechanism_proxy,case_input_mean,source_reference_median_file_mean,predicted_class_source_prototype,prototype_direction_aligned,feature_cn,case_cn
SRC_OR_REP,source,source_domain/cwru_12khz_fe/OR007@6_1.mat,,OR,known_source,OR,rolloff95_hz,1,0.2413333333333331,spectral_structure,True,3818.9453125,4106.0546875,3846.2851464599,True,95%滚降频率,源域OR代表
SRC_OR_REP,source,source_domain/cwru_12khz_fe/OR007@6_1.mat,,OR,known_source,OR,envelope_spectral_entropy,2,0.195111111111111,spectral_structure,True,0.5390276836849833,0.7334258084205146,0.6678038697589529,True,包络谱熵,源域OR代表
SRC_OR_REP,source,source_domain/cwru_12khz_fe/OR007@6_1.mat,,OR,known_source,OR,envelope_rms,3,0.1255555555555556,other,False,0.4995924796686054,0.2425198654038758,0.4456939759355316,True,包络均方根,源域OR代表
SRC_OR_REP,source,source_domain/cwru_12khz_fe/OR007@6_1.mat,,OR,known_source,OR,std,4,0.1128888888888887,other,False,0.3532652475856417,0.1714874438125389,0.3151532785479758,True,标准差,源域OR代表
SRC_OR_REP,source,source_domain/cwru_12khz_fe/OR007@6_1.mat,,OR,known_source,OR,rms,5,0.098126984126984,other,False,0.3532652777391515,0.1714877603899093,0.3151923791032461,True,均方根,源域OR代表
SRC_IR_REP,source,source_domain/cwru_12khz_fe/IR014_1.mat,,IR,known_source,IR,spectral_flatness,1,0.0251629629629631,spectral_structure,True,0.1962787526377223,0.0833126384742761,0.1085755196046675,True,谱平坦度,源域IR代表
SRC_IR_REP,source,source_domain/cwru_12khz_fe/IR014_1.mat,,IR,known_source,IR,band_ratio_1500_3000,2,0.0248465608465608,spectral_structure,True,0.1755837452056999,0.0767170660283083,0.1095675799683601,True,1500–3000 Hz能量占比,源域IR代表
SRC_IR_REP,source,source_domain/cwru_12khz_fe/IR014_1.mat,,IR,known_source,IR,rolloff95_hz,3,0.0224722222222222,spectral_structure,True,4654.1015625,4106.0546875,4175.911458333333,True,95%滚降频率,源域IR代表
SRC_IR_REP,source,source_domain/cwru_12khz_fe/IR014_1.mat,,IR,known_source,IR,band_ratio_3000_5500,4,0.0223851851851852,spectral_structure,True,0.5945072033909504,0.6774030542910473,0.6813174866673464,False,3000–5500 Hz能量占比,源域IR代表
SRC_IR_REP,source,source_domain/cwru_12khz_fe/IR014_1.mat,,IR,known_source,IR,spectral_entropy,5,0.0099874520714486,spectral_structure,True,0.804976413881366,0.7266660459685945,0.7403735084980271,True,谱熵,源域IR代表
SRC_B_REP,source,source_domain/cwru_12khz_fe/B014_3.mat,,B,known_source,B,crest_factor,1,0.1635278332617298,impulse,True,9.687175491211011,5.9871580812683,9.041104325767982,True,峰值因子,源域B代表
SRC_B_REP,source,source_domain/cwru_12khz_fe/B014_3.mat,,B,known_source,B,envelope_kurtosis,2,0.1366009688435866,impulse,True,17.295441431077045,7.7442645022475425,23.595943168116577,True,包络峭度,源域B代表
