outer_fold,inner_fold,C,weighting,train_groups,val_groups,train_windows,val_windows,file_macro_f1,file_accuracy,recall_OR,recall_IR,recall_B,recall_N,convergence_warning_count
0,0,0.1,file_balanced,24,12,360,180,0.8597222222222223,0.8333333333333334,0.8,1.0,0.6666666666666666,1.0,0
0,1,0.1,file_balanced,24,12,360,180,0.8583333333333334,0.8333333333333334,1.0,0.6666666666666666,0.6666666666666666,1.0,0
0,2,0.1,file_balanced,24,12,360,180,0.8666666666666667,0.8333333333333334,0.8,0.6666666666666666,1.0,1.0,0
0,0,0.1,file_and_class_balanced,24,12,360,180,0.8597222222222223,0.8333333333333334,0.8,1.0,0.6666666666666666,1.0,0
0,1,0.1,file_and_class_balanced,24,12,360,180,0.8642857142857143,0.8333333333333334,0.8,0.6666666666666666,1.0,1.0,0
0,2,0.1,file_and_class_balanced,24,12,360,180,0.8660714285714286,0.8333333333333334,0.6,1.0,1.0,1.0,0
0,0,1.0,file_balanced,24,12,360,180,0.9365079365079365,0.9166666666666666,0.8,1.0,1.0,1.0,0
0,1,1.0,file_balanced,24,12,360,180,0.8666666666666667,0.8333333333333334,0.8,0.6666666666666666,1.0,1.0,0
0,2,1.0,file_balanced,24,12,360,180,0.9365079365079365,0.9166666666666666,0.8,1.0,1.0,1.0,0
0,0,1.0,file_and_class_balanced,24,12,360,180,0.9365079365079365,0.9166666666666666,0.8,1.0,1.0,1.0,0
0,1,1.0,file_and_class_balanced,24,12,360,180,0.8666666666666667,0.8333333333333334,0.8,0.6666666666666666,1.0,1.0,0
0,2,1.0,file_and_class_balanced,24,12,360,180,0.875,0.8333333333333334,0.6,1.0,1.0,1.0,0
0,0,10.0,file_balanced,24,12,360,180,0.9365079365079365,0.9166666666666666,0.8,1.0,1.0,1.0,0
0,1,10.0,file_balanced,24,12,360,180,0.8095238095238095,0.75,0.6,0.6666666666666666,1.0,1.0,0
0,2,10.0,file_balanced,24,12,360,180,0.8660714285714286,0.8333333333333334,0.6,1.0,1.0,1.0,0
0,0,10.0,file_and_class_balanced,24,12,360,180,0.9365079365079365,0.9166666666666666,0.8,1.0,1.0,1.0,0
0,1,10.0,file_and_class_balanced,24,12,360,180,0.7976190476190476,0.75,0.6,0.6666666666666666,1.0,1.0,0
0,2,10.0,file_and_class_balanced,24,12,360,180,0.875,0.8333333333333334,0.6,1.0,1.0,1.0,0
1,0,0.1,file_balanced,24,13,354,199,0.4892857142857143,0.6153846153846154,0.5,0.6666666666666666,1.0,0.0,0
1,1,0.1,file_balanced,25,12,379,174,0.2909090909090909,0.3333333333333333,0.4,0.0,0.6666666666666666,0.0,0
1,2,0.1,file_balanced,25,12,373,180,0.7984848484848486,0.75,0.8,0.6666666666666666,0.6666666666666666,1.0,0
1,0,0.1,file_and_class_balanced,24,13,354,199,0.775,0.6923076923076923,0.5,0.6666666666666666,1.0,1.0,0
1,1,0.1,file_and_class_balanced,25,12,379,174,0.35,0.4166666666666667,0.4,0.0,1.0,0.0,0
1,2,0.1,file_and_class_balanced,25,12,373,180,0.7984848484848486,0.75,0.8,0.6666666666666666,0.6666666666666666,1.0,0
1,0,1.0,file_balanced,24,13,354,199,0.4892857142857143,0.6153846153846154,0.5,0.6666666666666666,1.0,0.0,0
1,1,1.0,file_balanced,25,12,379,174,0.2909090909090909,0.3333333333333333,0.4,0.0,0.6666666666666666,0.0,0
1,2,1.0,file_balanced,25,12,373,180,0.8666666666666667,0.8333333333333334,0.8,0.6666666666666666,1.0,1.0,0
1,0,1.0,file_and_class_balanced,24,13,354,199,0.775,0.6923076923076923,0.5,0.6666666666666666,1.0,1.0,0
1,1,1.0,file_and_class_balanced,25,12,379,174,0.3142857142857143,0.4166666666666667,0.4,0.0,1.0,0.0,0
1,2,1.0,file_and_class_balanced,25,12,373,180,0.9365079365079365,0.9166666666666666,0.8,1.0,1.0,1.0,0
1,0,10.0,file_balanced,24,13,354,199,0.4365079365079365,0.5384615384615384,0.3333333333333333,0.6666666666666666,1.0,0.0,0
1,1,10.0,file_balanced,25,12,379,174,0.2909090909090909,0.3333333333333333,0.4,0.0,0.6666666666666666,0.0,0
1,2,10.0,file_balanced,25,12,373,180,0.7946428571428571,0.75,0.6,0.6666666666666666,1.0,1.0,0
1,0,10.0,file_and_class_balanced,24,13,354,199,0.775,0.6923076923076923,0.5,0.6666666666666666,1.0,1.0,0
1,1,10.0,file_and_class_balanced,25,12,379,174,0.2909090909090909,0.3333333333333333,0.4,0.0,0.6666666666666666,0.0,0
1,2,10.0,file_and_class_balanced,25,12,373,180,0.7946428571428571,0.75,0.6,0.6666666666666666,1.0,1.0,0
2,0,0.1,file_balanced,24,13,358,195,0.9415584415584415,0.9230769230769231,0.8333333333333334,1.0,1.0,1.0,0
2,1,0.1,file_balanced,25,12,369,184,0.7333333333333334,0.6666666666666666,0.6,0.3333333333333333,1.0,1.0,0
2,2,0.1,file_balanced,25,12,379,174,0.7142857142857143,0.9166666666666666,1.0,1.0,1.0,0.0,0
2,0,0.1,file_and_class_balanced,24,13,358,195,0.8875,0.8461538461538461,0.6666666666666666,1.0,1.0,1.0,0
2,1,0.1,file_and_class_balanced,25,12,369,184,0.8095238095238095,0.75,0.6,0.6666666666666666,1.0,1.0,0
2,2,0.1,file_and_class_balanced,25,12,379,174,0.6507936507936508,0.8333333333333334,0.8,1.0,1.0,0.0,0
2,0,1.0,file_balanced,24,13,358,195,0.9415584415584415,0.9230769230769231,0.8333333333333334,1.0,1.0,1.0,0
2,1,1.0,file_balanced,25,12,369,184,0.8095238095238095,0.75,0.6,0.6666666666666666,1.0,1.0,0
2,2,1.0,file_balanced,25,12,379,174,0.7142857142857143,0.9166666666666666,1.0,1.0,1.0,0.0,0
2,0,1.0,file_and_class_balanced,24,13,358,195,0.8785714285714286,0.8461538461538461,0.6666666666666666,1.0,1.0,1.0,0
2,1,1.0,file_and_class_balanced,25,12,369,184,0.8095238095238095,0.75,0.6,0.6666666666666666,1.0,1.0,0
2,2,1.0,file_and_class_balanced,25,12,379,174,0.7142857142857143,0.9166666666666666,1.0,1.0,1.0,0.0,0
2,0,10.0,file_balanced,24,13,358,195,0.8785714285714286,0.8461538461538461,0.6666666666666666,1.0,1.0,1.0,0
2,1,10.0,file_balanced,25,12,369,184,0.8095238095238095,0.75,0.6,0.6666666666666666,1.0,1.0,0
2,2,10.0,file_balanced,25,12,379,174,0.7142857142857143,0.9166666666666666,1.0,1.0,1.0,0.0,0
2,0,10.0,file_and_class_balanced,24,13,358,195,0.8785714285714286,0.8461538461538461,0.6666666666666666,1.0,1.0,1.0,0
2,1,10.0,file_and_class_balanced,25,12,369,184,0.8095238095238095,0.75,0.6,0.6666666666666666,1.0,1.0,0
2,2,10.0,file_and_class_balanced,25,12,379,174,0.7142857142857143,0.9166666666666666,1.0,1.0,1.0,0.0,0
3,0,0.1,file_balanced,24,13,358,195,0.75,0.6923076923076923,0.6666666666666666,0.3333333333333333,1.0,1.0,0
3,1,0.1,file_balanced,25,12,373,180,0.8165584415584415,0.8333333333333334,1.0,1.0,0.3333333333333333,1.0,0
3,2,0.1,file_balanced,25,12,375,178,0.5583333333333333,0.75,1.0,0.3333333333333333,1.0,0.0,0
3,0,0.1,file_and_class_balanced,24,13,358,195,0.8246753246753247,0.7692307692307693,0.6666666666666666,0.6666666666666666,1.0,1.0,0
3,1,0.1,file_and_class_balanced,25,12,373,180,0.8165584415584415,0.8333333333333334,1.0,1.0,0.3333333333333333,1.0,0
3,2,0.1,file_and_class_balanced,25,12,375,178,0.4976190476190476,0.6666666666666666,0.8,0.3333333333333333,1.0,0.0,0
3,0,1.0,file_balanced,24,13,358,195,0.8246753246753247,0.7692307692307693,0.6666666666666666,0.6666666666666666,1.0,1.0,0
3,1,1.0,file_balanced,25,12,373,180,0.8333333333333334,0.8333333333333334,1.0,1.0,0.3333333333333333,1.0,0
3,2,1.0,file_balanced,25,12,375,178,0.5151515151515151,0.6666666666666666,0.8,0.3333333333333333,1.0,0.0,0
3,0,1.0,file_and_class_balanced,24,13,358,195,0.8246753246753247,0.7692307692307693,0.6666666666666666,0.6666666666666666,1.0,1.0,0
3,1,1.0,file_and_class_balanced,25,12,373,180,0.8333333333333334,0.8333333333333334,1.0,1.0,0.3333333333333333,1.0,0
3,2,1.0,file_and_class_balanced,25,12,375,178,0.5151515151515151,0.6666666666666666,0.8,0.3333333333333333,1.0,0.0,0
3,0,10.0,file_balanced,24,13,358,195,0.7571428571428571,0.6923076923076923,0.5,0.6666666666666666,1.0,1.0,0
3,1,10.0,file_balanced,25,12,373,180,0.7818181818181819,0.75,0.8,1.0,0.3333333333333333,1.0,0
3,2,10.0,file_balanced,25,12,375,178,0.5151515151515151,0.6666666666666666,0.8,0.3333333333333333,1.0,0.0,0
3,0,10.0,file_and_class_balanced,24,13,358,195,0.7541666666666667,0.6923076923076923,0.5,0.6666666666666666,1.0,1.0,0
3,1,10.0,file_and_class_balanced,25,12,373,180,0.7818181818181819,0.75,0.8,1.0,0.3333333333333333,1.0,0
3,2,10.0,file_and_class_balanced,25,12,375,178,0.5151515151515151,0.6666666666666666,0.8,0.3333333333333333,1.0,0.0,0
