relative_path,independent_object_id,subgroup,class_label,load_hp,fault_size_in,outer_race_position_clock,MVP_retain,alternative_retain,decision_reason
source_domain/cwru_12khz_de/B007_0.mat,source_domain/cwru_12khz_de/B007_0.mat,source_12khz_de,B,0.0,0.007,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/B007_1.mat,source_domain/cwru_12khz_de/B007_1.mat,source_12khz_de,B,1.0,0.007,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/B007_2.mat,source_domain/cwru_12khz_de/B007_2.mat,source_12khz_de,B,2.0,0.007,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/B007_3.mat,source_domain/cwru_12khz_de/B007_3.mat,source_12khz_de,B,3.0,0.007,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/B014_0.mat,source_domain/cwru_12khz_de/B014_0.mat,source_12khz_de,B,0.0,0.014,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/B014_1.mat,source_domain/cwru_12khz_de/B014_1.mat,source_12khz_de,B,1.0,0.014,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/B014_2.mat,source_domain/cwru_12khz_de/B014_2.mat,source_12khz_de,B,2.0,0.014,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/B014_3.mat,source_domain/cwru_12khz_de/B014_3.mat,source_12khz_de,B,3.0,0.014,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/B021_0.mat,source_domain/cwru_12khz_de/B021_0.mat,source_12khz_de,B,0.0,0.021,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/B021_1.mat,source_domain/cwru_12khz_de/B021_1.mat,source_12khz_de,B,1.0,0.021,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/B021_2.mat,source_domain/cwru_12khz_de/B021_2.mat,source_12khz_de,B,2.0,0.021,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/B021_3.mat,source_domain/cwru_12khz_de/B021_3.mat,source_12khz_de,B,3.0,0.021,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/B028_0_(1797rpm).mat,source_domain/cwru_12khz_de/B028_0_(1797rpm).mat,source_12khz_de,B,0.0,0.028,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/B028_1_(1772rpm).mat,source_domain/cwru_12khz_de/B028_1_(1772rpm).mat,source_12khz_de,B,1.0,0.028,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/B028_2_(1750rpm).mat,source_domain/cwru_12khz_de/B028_2_(1750rpm).mat,source_12khz_de,B,2.0,0.028,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/B028_3_(1730rpm).mat,source_domain/cwru_12khz_de/B028_3_(1730rpm).mat,source_12khz_de,B,3.0,0.028,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/IR007_0.mat,source_domain/cwru_12khz_de/IR007_0.mat,source_12khz_de,IR,0.0,0.007,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/IR007_1.mat,source_domain/cwru_12khz_de/IR007_1.mat,source_12khz_de,IR,1.0,0.007,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/IR007_2.mat,source_domain/cwru_12khz_de/IR007_2.mat,source_12khz_de,IR,2.0,0.007,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/IR007_3.mat,source_domain/cwru_12khz_de/IR007_3.mat,source_12khz_de,IR,3.0,0.007,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/IR014_0.mat,source_domain/cwru_12khz_de/IR014_0.mat,source_12khz_de,IR,0.0,0.014,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/IR014_1.mat,source_domain/cwru_12khz_de/IR014_1.mat,source_12khz_de,IR,1.0,0.014,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/IR014_2.mat,source_domain/cwru_12khz_de/IR014_2.mat,source_12khz_de,IR,2.0,0.014,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/IR014_3.mat,source_domain/cwru_12khz_de/IR014_3.mat,source_12khz_de,IR,3.0,0.014,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/IR021_0.mat,source_domain/cwru_12khz_de/IR021_0.mat,source_12khz_de,IR,0.0,0.021,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/IR021_1.mat,source_domain/cwru_12khz_de/IR021_1.mat,source_12khz_de,IR,1.0,0.021,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
source_domain/cwru_12khz_de/IR021_2.mat,source_domain/cwru_12khz_de/IR021_2.mat,source_12khz_de,IR,2.0,0.021,,False,True,MVP_EXCLUDE_ALT_RETAIN: not in MVP but included by broader alternative plan
