relative_path,independent_object_id,domain,subgroup,class_label,target_truth_status,load_hp,fault_size_in,outer_race_position_clock,fault_bearing_location,signal_var,native_fs_hz,common_fs_hz,common_points,log_rms,log_mad,skew,kurtosis,crest_factor,impulse_factor,zero_cross_rate,spectral_centroid_norm,rolloff95_norm,spectral_entropy,energy_0_500,energy_500_1500,energy_1500_3000,energy_3000_6000
source_domain/cwru_12khz_de/B007_0.mat,source_domain/cwru_12khz_de/B007_0.mat,source,source_12khz_de,B,known,0.0,0.007,,DE,X118_DE_time,12000,12000,96000,-0.8607814744199257,-1.030408147952001,-0.006780700305074616,2.958895311438701,4.498523158638317,5.630283751017933,0.5061094386399858,0.4996810102997018,0.5830078125,0.7322850192037818,0.01887885858349007,0.06750314508344896,0.19683550874374145,0.7161631452201779
source_domain/cwru_12khz_de/B007_1.mat,source_domain/cwru_12khz_de/B007_1.mat,source,source_12khz_de,B,known,1.0,0.007,,DE,X119_DE_time,12000,12000,96000,-0.857453741584604,-1.0240241106519181,0.007698455735340078,2.9711071157143527,4.77593882400591,5.970513960524707,0.5166824654423483,0.5100888188849695,0.58203125,0.7208060299113694,0.01927560538544339,0.04344527336605077,0.190899805486732,0.7424532763919125
source_domain/cwru_12khz_de/B007_2.mat,source_domain/cwru_12khz_de/B007_2.mat,source,source_12khz_de,B,known,2.0,0.007,,DE,X120_DE_time,12000,12000,96000,-0.8311900393988156,-0.9948319936908053,0.03386057327259134,2.849405834470317,4.074393935859312,5.073695860901194,0.5227658621443974,0.516391701027306,0.58154296875,0.6778696169669615,0.013301764926486465,0.050176440207089675,0.15075792092359117,0.783218592685606
source_domain/cwru_12khz_de/B007_3.mat,source_domain/cwru_12khz_de/B007_3.mat,source,source_12khz_de,B,known,3.0,0.007,,DE,X121_DE_time,12000,12000,96000,-0.8121761666178674,-0.9777450344793818,0.01863400741460134,2.9013212441436838,4.69886634617878,5.860895914784302,0.5064531922207522,0.4978022457201451,0.5732421875,0.6806867434917403,0.013679093880808992,0.09317729277519059,0.1688885877491042,0.7228790558856705
source_domain/cwru_12khz_de/B014_0.mat,source_domain/cwru_12khz_de/B014_0.mat,source,source_12khz_de,B,known,0.0,0.014,,DE,X185_DE_time,12000,12000,96000,-0.8311631958117423,-1.1671060173836776,0.2743152005181545,20.807148125632686,15.413759370729661,23.56550531399155,0.41885852977635185,0.45293755135273206,0.56689453125,0.7773989710061012,0.053813680476472045,0.11941237300657036,0.2068444338027448,0.6184433533540923
source_domain/cwru_12khz_de/B014_1.mat,source_domain/cwru_12khz_de/B014_1.mat,source,source_12khz_de,B,known,1.0,0.014,,DE,X186_DE_time,12000,12000,96000,-0.8498401230646881,-1.1528321439966076,0.017143662544030772,9.077483910469304,9.452533783287151,13.60148631345786,0.42184814425150263,0.4646924252068555,0.56787109375,0.7520638679695033,0.09184587473226898,0.04416570091066802,0.19066790666325215,0.6722165335823514
source_domain/cwru_12khz_de/B014_2.mat,source_domain/cwru_12khz_de/B014_2.mat,source,source_12khz_de,B,known,2.0,0.014,,DE,X187_DE_time,12000,12000,96000,-0.831042118681877,-1.1294038402801232,0.15355690033445613,9.955898114182133,12.433921229851768,17.735840495595944,0.42057729768018415,0.4475993770657103,0.56591796875,0.7764796132002829,0.08786329296569834,0.08241197043012603,0.22809612049058903,0.5999705653684948
source_domain/cwru_12khz_de/B014_3.mat,source_domain/cwru_12khz_de/B014_3.mat,source,source_12khz_de,B,known,3.0,0.014,,DE,X188_DE_time,12000,12000,96000,-0.8574159315206153,-1.1619541837572405,0.18842711866567788,15.091088379386656,14.27524052199086,20.965270258970843,0.37678517484557134,0.43069611760276316,0.56298828125,0.7572138118853533,0.07745163271423215,0.16292482791358082,0.1793288225691699,0.5778432388821992
source_domain/cwru_12khz_de/B021_0.mat,source_domain/cwru_12khz_de/B021_0.mat,source,source_12khz_de,B,known,0.0,0.021,,DE,X222_DE_time,12000,12000,96000,-0.8586389781646033,-1.0991239603214602,0.029785664164706717,9.026741461158128,11.839745631760639,16.07590914860203,0.49514057438098313,0.5049586995233668,0.58935546875,0.7249169702036059,0.014929835885097066,0.06702538289527842,0.16434516588670714,0.7532482039650996
source_domain/cwru_12khz_de/B021_1.mat,source_domain/cwru_12khz_de/B021_1.mat,source,source_12khz_de,B,known,1.0,0.021,,DE,X223_DE_time,12000,12000,96000,-0.9086685669821907,-1.1322641874928694,0.002018256610414678,8.942669622488623,11.914974421407772,15.983393303797788,0.5063698580193544,0.5066571858602076,0.58251953125,0.7102471055759803,0.030494421924035158,0.05329657101150753,0.15089155364842122,0.7646361660486558
source_domain/cwru_12khz_de/B021_2.mat,source_domain/cwru_12khz_de/B021_2.mat,source,source_12khz_de,B,known,2.0,0.021,,DE,X224_DE_time,12000,12000,96000,-0.9690094846316022,-1.1508307833953357,0.0010659542667158957,3.3004346805512723,5.965194039636483,7.5630683664633995,0.48403629204470877,0.4767731618652512,0.59375,0.679521642093435,0.038009248544952204,0.14070315190698038,0.11855951915813491,0.7018417202598396
source_domain/cwru_12khz_de/B021_3.mat,source_domain/cwru_12khz_de/B021_3.mat,source,source_12khz_de,B,known,3.0,0.021,,DE,X225_DE_time,12000,12000,96000,-0.9283839853461683,-1.106273002111124,0.02434383596979762,3.10959326963881,4.325050099457338,5.451775273207743,0.4340982718569985,0.4327613751372478,0.5732421875,0.6453251635076729,0.03064160182744657,0.27044365902260065,0.1256591682584585,0.5697621596212445
source_domain/cwru_12khz_de/B028_0_(1797rpm).mat,source_domain/cwru_12khz_de/B028_0_(1797rpm).mat,source,source_12khz_de,B,known,0.0,0.028,,DE,X048_DE_time,12000,12000,96000,0.3169112710448499,0.08195158646027513,0.05380551102343495,3.779831447643695,5.180061280788533,6.843697455255897,0.48789049885936314,0.48501103580831084,0.5634765625,0.7294732665963167,0.00023316361222525497,0.00241904302702039,0.6683645841550494,0.32243247463909114
source_domain/cwru_12khz_de/B028_1_(1772rpm).mat,source_domain/cwru_12khz_de/B028_1_(1772rpm).mat,source,source_12khz_de,B,known,1.0,0.028,,DE,X049_DE_time,12000,12000,96000,0.30627294075076994,0.06752088234979163,0.04769377964882655,3.885313229207982,5.767036559370283,7.639997737682629,0.49029677392472837,0.4872784782053367,0.564453125,0.728762648112063,0.0002491371798778102,0.0022821821452100447,0.6818173613944767,0.31495968698325094
source_domain/cwru_12khz_de/B028_2_(1750rpm).mat,source_domain/cwru_12khz_de/B028_2_(1750rpm).mat,source,source_12khz_de,B,known,2.0,0.028,,DE,X050_DE_time,12000,12000,96000,0.3311825923477705,0.10196869998216233,0.043259182056692484,3.7669384250693905,4.876003777056478,6.411620781893591,0.497723934624319,0.49480989803534614,0.57421875,0.6989913535712925,0.00021575071145315356,0.002080954052064369,0.6254741209754705,0.3711393662360834
source_domain/cwru_12khz_de/B028_3_(1730rpm).mat,source_domain/cwru_12khz_de/B028_3_(1730rpm).mat,source,source_12khz_de,B,known,3.0,0.028,,DE,X051_DE_time,12000,12000,96000,0.33112589463228626,0.09293233795182079,0.04253698428498922,3.907487486378663,5.296546649875559,7.01178463425292,0.5014427233617017,0.49849015199603347,0.5693359375,0.7089503557316083,0.0002572442754164628,0.003139971374302054,0.5837636092523403,0.4102910077011573
source_domain/cwru_12khz_de/IR007_0.mat,source_domain/cwru_12khz_de/IR007_0.mat,source,source_12khz_de,IR,known,0.0,0.007,,DE,X105_DE_time,12000,12000,96000,-0.5355499951117625,-0.8298016633769781,0.16916729436634612,5.358215636468776,5.942035899283934,8.283812124129128,0.4555776622673153,0.4565085536211973,0.62158203125,0.708406120377058,0.008978353936223343,0.16671899567621937,0.4205737685168197,0.40361759812660897
source_domain/cwru_12khz_de/IR007_1.mat,source_domain/cwru_12khz_de/IR007_1.mat,source,source_12khz_de,IR,known,1.0,0.007,,DE,X106_DE_time,12000,12000,96000,-0.5341944774667318,-0.8458255244438737,0.130049653435333,5.557081430467381,5.402202615806686,7.6240487193937705,0.45818185606100065,0.46014217366784244,0.623046875,0.686235751261575,0.006349155268784927,0.1673662992683642,0.4062828879675894,0.41886042740342994
source_domain/cwru_12khz_de/IR007_2.mat,source_domain/cwru_12khz_de/IR007_2.mat,source,source_12khz_de,IR,known,2.0,0.007,,DE,X107_DE_time,12000,12000,96000,-0.523093006301325,-0.8213043263563347,0.09029490462036593,5.55627261402895,5.463941852415051,7.66199265375975,0.435608704257336,0.4585805703125607,0.625,0.6754385311673502,0.005321547561601948,0.18216169765449855,0.37912414737990635,0.4329798617624172
