relative_path,filename,label,fs_hz,signal_var,n_points,duration_s,rpm,rpm_source,at_least_1s
data/raw/source_domain/cwru_48khz_de/B007_0.mat,B007_0.mat,B,48000,X122_DE_time,192000,4.0,1796.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/B007_1.mat,B007_1.mat,B,48000,X123_DE_time,192000,4.0,1772.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/B007_2.mat,B007_2.mat,B,48000,X124_DE_time,192000,4.0,1747.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/B007_3.mat,B007_3.mat,B,48000,X125_DE_time,192000,4.0,1721.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/B014_0.mat,B014_0.mat,B,48000,X189_DE_time,192000,4.0,1797.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/B014_1.mat,B014_1.mat,B,48000,X190_DE_time,192000,4.0,1772.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/B014_2.mat,B014_2.mat,B,48000,X191_DE_time,192000,4.0,1748.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/B014_3.mat,B014_3.mat,B,48000,X192_DE_time,192000,4.0,1725.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/B021_0.mat,B021_0.mat,B,48000,X226_DE_time,192000,4.0,1797.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/B021_1.mat,B021_1.mat,B,48000,X227_DE_time,192000,4.0,1774.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/B021_2.mat,B021_2.mat,B,48000,X228_DE_time,192000,4.0,1754.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/B021_3.mat,B021_3.mat,B,48000,X229_DE_time,192000,4.0,1729.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/IR007_0.mat,IR007_0.mat,IR,48000,X109_DE_time,192000,4.0,1796.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/IR007_1.mat,IR007_1.mat,IR,48000,X110_DE_time,192000,4.0,1772.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/IR007_2.mat,IR007_2.mat,IR,48000,X111_DE_time,192000,4.0,1748.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/IR007_3.mat,IR007_3.mat,IR,48000,X112_DE_time,192000,4.0,1721.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/IR014_0.mat,IR014_0.mat,IR,48000,X173_DE_time,63788,1.3289166666666667,1796.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/IR014_1.mat,IR014_1.mat,IR,48000,X175_DE_time,192000,4.0,1772.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/IR014_2.mat,IR014_2.mat,IR,48000,X176_DE_time,192000,4.0,1751.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/IR014_3.mat,IR014_3.mat,IR,48000,X177_DE_time,192000,4.0,1726.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/IR021_0.mat,IR021_0.mat,IR,48000,X213_DE_time,192000,4.0,1796.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/IR021_1.mat,IR021_1.mat,IR,48000,X214_DE_time,192000,4.0,1774.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/IR021_2.mat,IR021_2.mat,IR,48000,X215_DE_time,192000,4.0,1752.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/IR021_3.mat,IR021_3.mat,IR,48000,X217_DE_time,192000,4.0,1727.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR007@12_0.mat,OR007@12_0.mat,OR,48000,X161_DE_time,129969,2.7076875,1796.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR007@12_1.mat,OR007@12_1.mat,OR,48000,X162_DE_time,192000,4.0,1772.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR007@12_2.mat,OR007@12_2.mat,OR,48000,X163_DE_time,192000,4.0,1749.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR007@12_3.mat,OR007@12_3.mat,OR,48000,X164_DE_time,192000,4.0,1723.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR007@3_0.mat,OR007@3_0.mat,OR,48000,X148_DE_time,124602,2.595875,1797.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR007@3_1.mat,OR007@3_1.mat,OR,48000,X149_DE_time,192000,4.0,1773.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR007@3_2.mat,OR007@3_2.mat,OR,48000,X150_DE_time,192000,4.0,1750.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR007@3_3.mat,OR007@3_3.mat,OR,48000,X151_DE_time,192000,4.0,1724.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR007@6_0.mat,OR007@6_0.mat,OR,48000,X135_DE_time,192000,4.0,1796.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR007@6_1.mat,OR007@6_1.mat,OR,48000,X136_DE_time,192000,4.0,1774.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR007@6_2.mat,OR007@6_2.mat,OR,48000,X137_DE_time,192000,4.0,1750.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR007@6_3.mat,OR007@6_3.mat,OR,48000,X138_DE_time,192000,4.0,1725.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR014@6_0.mat,OR014@6_0.mat,OR,48000,X201_DE_time,192000,4.0,1796.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR014@6_1.mat,OR014@6_1.mat,OR,48000,X202_DE_time,192000,4.0,1772.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR014@6_2.mat,OR014@6_2.mat,OR,48000,X203_DE_time,192000,4.0,1749.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR014@6_3.mat,OR014@6_3.mat,OR,48000,X204_DE_time,192000,4.0,1723.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR021@12_0.mat,OR021@12_0.mat,OR,48000,X262_DE_time,130549,2.7197708333333335,1796.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR021@12_1.mat,OR021@12_1.mat,OR,48000,X263_DE_time,192000,4.0,1771.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR021@12_2.mat,OR021@12_2.mat,OR,48000,X264_DE_time,192000,4.0,1746.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR021@12_3.mat,OR021@12_3.mat,OR,48000,X265_DE_time,192000,4.0,1718.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR021@3_0.mat,OR021@3_0.mat,OR,48000,X250_DE_time,128663,2.6804791666666667,1796.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR021@3_1.mat,OR021@3_1.mat,OR,48000,X251_DE_time,192000,4.0,1770.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR021@3_2.mat,OR021@3_2.mat,OR,48000,X252_DE_time,192000,4.0,1746.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR021@3_3.mat,OR021@3_3.mat,OR,48000,X253_DE_time,192000,4.0,1719.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR021@6_0.mat,OR021@6_0.mat,OR,48000,X238_DE_time,192000,4.0,1796.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR021@6_1.mat,OR021@6_1.mat,OR,48000,X239_DE_time,192000,4.0,1771.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR021@6_2.mat,OR021@6_2.mat,OR,48000,X240_DE_time,192000,4.0,1747.0,mat_variable,True
data/raw/source_domain/cwru_48khz_de/OR021@6_3.mat,OR021@6_3.mat,OR,48000,X241_DE_time,192000,4.0,1719.0,mat_variable,True
data/raw/source_domain/cwru_48khz_normal/N_0.mat,N_0.mat,N,48000,X097_DE_time,243938,5.082041666666667,1796.0,mat_variable,True
data/raw/source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,N_1_(1772rpm).mat,N,48000,X098_DE_time,384000,8.0,1772.0,filename,True
data/raw/source_domain/cwru_48khz_normal/N_2_(1750rpm).mat,N_2_(1750rpm).mat,N,48000,X099_DE_time,384000,8.0,1750.0,filename,True
data/raw/source_domain/cwru_48khz_normal/N_3.mat,N_3.mat,N,48000,X100_DE_time,384000,8.0,1725.0,mat_variable,True
