window_id,mean,std,rms,mean_abs,peak_abs,peak_to_peak,skewness,kurtosis,crest_factor,impulse_factor,shape_factor,clearance_factor,zero_cross_rate,spectral_centroid_hz,spectral_rms_hz,spectral_entropy,spectral_flatness,dominant_frequency_hz,rolloff95_hz,band_ratio_0_500,band_ratio_500_1500,band_ratio_1500_3000,band_ratio_3000_5500,envelope_rms,envelope_kurtosis,envelope_spectral_entropy
WIN-7903ddfdfcd489ea8e7f,0.001290273057359306,0.13988586648497023,0.13989181694013939,0.10369529001500093,1.1152593427867965,2.210349090909091,0.0012162687782965077,6.909275397263017,7.972298646003368,10.755159107175494,1.3490662586367526,13.081863643467551,0.5013751145928828,2971.898602083853,3176.192789867278,0.7431463551490871,0.08969202098387787,4122.0703125,4125.0,0.07653584958423554,0.07323575439590847,0.148245556655302,0.7019186826877553,0.1978284894996438,14.596911340356554,0.8113751331961526
WIN-891173c04174ac17a6fb,0.001067907559523808,0.12794128087663859,0.12794573763479042,0.09662618160299605,1.0485944077218614,2.080758961038961,0.00474651746016305,6.008204386220989,8.195618135453515,10.85207332334962,1.3241311569068472,13.062012554277285,0.5076256354696225,2999.71725843211,3213.0119055336695,0.7343866516595261,0.0918769950088601,4122.0703125,4125.0,0.0875684733970494,0.06339138472525278,0.12050508037706438,0.7284229109398618,0.18093629432605243,12.366911449248892,0.8167332788512469
WIN-ab17f14a1876d835f17f,0.0008471002867965358,0.12050985907059002,0.1205128362960119,0.09276546119440748,0.6980268909794374,1.316063376623377,0.034250273670614916,4.58507025111919,5.792137272905134,7.524642059495246,1.2991132124288742,9.007806244221195,0.5062088507375615,2964.878697974277,3201.3849380390056,0.7227606440664012,0.08065835711406598,4122.0703125,4125.0,0.10551057785195112,0.062139862859508496,0.12066138816333954,0.7115851145857726,0.17042666803837314,8.04267329084181,0.8328057694960526
WIN-eca284a71e0c1ac11041,0.000591795265151514,0.14647693887313362,0.14647813435212634,0.1039337194248494,1.252328953176407,2.493756363636364,0.04827940834157561,10.30353229455284,8.549596557239862,12.049303730247718,1.4093417916851314,14.823619489941262,0.5113759479956663,2977.378404479741,3205.6791641940013,0.7124726179692706,0.07971845171829818,4122.0703125,4125.0,0.08985667711723826,0.0761332937827829,0.12485857348524662,0.7089246632032921,0.20714967175845359,21.086546756286133,0.8259745716521373
WIN-2716e506699e08232ff4,0.0003604598106060591,0.18356829181613435,0.1835686457202551,0.12193184248398181,2.1859557221482686,4.306392207792209,0.1388314191301806,20.28431674120767,11.90811052486378,17.927685480661133,1.5055021065794607,22.46634115347517,0.504708725727144,3087.1743029779323,3237.2659286706703,0.7329339970465529,0.07412514081842402,4122.0703125,4122.0703125,0.06034294833449529,0.04789120821668918,0.09512833523056287,0.7965413421275772,0.2596047679037605,40.389033911845736,0.7067825655965229
WIN-7f96935775ac95b47312,0.00016835097943722772,0.16194791213327708,0.1619479996368585,0.10980568144818183,2.1859557221482686,4.306392207792209,0.16995039305386464,27.76076180504642,13.497886525529266,19.907491973991625,1.4748599298280223,24.53939671247603,0.5031252604383699,3116.9353864843197,3257.4052603011305,0.7284456846907343,0.06341707820647129,4122.0703125,4122.0703125,0.06111524026070795,0.03693072559541254,0.08679313231681857,0.8151176648931873,0.22902893363016721,67.88594666013626,0.6928482742329392
WIN-504f12d19ee97d5f4b97,-1.4909843073594683e-05,0.13436352179931305,0.1343635226265592,0.09972096548463927,1.2679307870833336,2.5318041558441564,0.018978565269281013,8.306185672425531,9.4365700026926,12.714786513633657,1.3473949231459132,15.396370597238308,0.5094591215934661,3022.8823980899365,3217.6843852847546,0.7251395769204587,0.07293481112889916,4122.0703125,4122.0703125,0.07914395383883772,0.06273130148166234,0.10772313918864111,0.7503336573929148,0.19001871383028848,23.404833991636437,0.7689511481234387
WIN-ddf026a9aa9e93933961,-0.00020411902056277178,0.1725398458940293,0.17253996663298027,0.11422272392493327,2.0007647973322515,3.7428296103896113,0.0210645120099565,18.775334117082586,11.595949833331067,17.516346385064587,1.510557275318196,21.97033665587203,0.4984582048504042,2966.977480744245,3163.629820248279,0.7544461931603501,0.09544193038594223,4122.0703125,4122.0703125,0.07862761759366813,0.06969323778630658,0.1260740626933284,0.7254849310509496,0.2440081892220387,33.7232040394345,0.7587675870084228
WIN-7d37f2d28f462c58c7ea,-0.0003143871590909102,0.17019052972691057,0.1701908201049993,0.11331683629937951,2.0007647973322515,3.7428296103896113,0.02200978789386909,18.80753015647893,11.756008908624581,17.65637713383241,1.5019023267986287,22.06797890577353,0.5039586632219352,3081.066108368404,3211.930112716399,0.746161851353279,0.08636741697670178,4122.0703125,4122.0703125,0.04929070700660835,0.0359391699497657,0.13236291743156303,0.7823375669261899,0.24068575430018482,34.268913129960005,0.6533363210269325
WIN-9635e7302773fb6d7204,-0.0003919190205627717,0.13572824375556544,0.13572880959283798,0.0983945722944643,1.4960549429274894,2.7734238961038966,0.10755908430074616,11.608896207422895,11.02238314330143,15.20464907794973,1.3794339100866713,18.473246905216097,0.5122093507792316,3023.121452271947,3228.449030584389,0.7351732752381273,0.08296272087320804,4122.0703125,4125.0,0.0859747458002327,0.0593950847427234,0.11705916125692839,0.7374935278428797,0.1919487201534227,27.74860188361944,0.7938698792414715
