window_id,domain,original_file_id,acquisition_id,independent_object_id,window_start_s,window_end_s,fs_hz,class_label,truth_status,load_hp,rpm_value,rpm_source,channel,sensor_position,td_rms,td_std,td_peak_abs,td_ptp,td_skewness,td_kurtosis,td_crest_factor,td_impulse_factor,td_shape_factor,td_clearance_factor,td_zero_cross_rate,fd_dominant_hz_0_6k,fd_centroid_hz_0_6k,fd_f95_hz_0_6k,fd_entropy_0_6k,fd_energy_ratio_0_500,fd_energy_ratio_500_1500,fd_energy_ratio_1500_3000,fd_energy_ratio_3000_6000,env_rms,env_kurtosis,env_dominant_hz_0_500,env_centroid_hz_0_500,env_entropy_0_500,env_energy_ratio_0_50,env_energy_ratio_50_150,env_energy_ratio_150_300,env_energy_ratio_300_500
source::data/raw/source_domain/cwru_48khz_de/B007_0.mat::w0000,source,data/raw/source_domain/cwru_48khz_de/B007_0.mat,data/raw/source_domain/cwru_48khz_de/B007_0.mat,data/raw/source_domain/cwru_48khz_de/B007_0.mat,0.0,1.0,48000,B,known_source_label,0.0,1796.0,mat_variable,DE_time,drive_end,0.14710492669108596,0.14710492669108596,0.5725445536538462,1.128817846153846,-0.023309840264517007,3.0962127074649337,3.892082791028971,4.906646532562044,1.2606737307434028,5.809775086414361,0.12429425613033605,3363.28125,2878.4911602385237,3457.03125,0.7453770857062025,0.018631415725702517,0.05894365875608467,0.4499658983338056,0.46417526089795796,0.09832435950967773,3.2723774982642886,108.0,194.5779154826861,0.8926574097269835,0.17726812281657425,0.2668813992299902,0.28843935428961553,0.26220769831628526
source::data/raw/source_domain/cwru_48khz_de/B007_0.mat::w0001,source,data/raw/source_domain/cwru_48khz_de/B007_0.mat,data/raw/source_domain/cwru_48khz_de/B007_0.mat,data/raw/source_domain/cwru_48khz_de/B007_0.mat,0.5,1.5,48000,B,known_source_label,0.0,1796.0,mat_variable,DE_time,drive_end,0.1464522483861895,0.1464522483861895,0.7003005891153846,1.270884923076923,-0.03799073435656473,3.187405620882985,4.781767414481302,6.050188461344847,1.2652619704967027,7.1791374568287365,0.12335673659867914,2859.375,2866.2842729137483,3457.03125,0.7467315089273268,0.01901583774020836,0.06258344067587188,0.4508074910170808,0.4589896050756913,0.09920844483752451,3.454858360302383,108.0,206.181166076293,0.8898803589905178,0.15065439806630704,0.2549850415599738,0.3243329945149643,0.26642139804104814
source::data/raw/source_domain/cwru_48khz_de/B007_0.mat::w0002,source,data/raw/source_domain/cwru_48khz_de/B007_0.mat,data/raw/source_domain/cwru_48khz_de/B007_0.mat,data/raw/source_domain/cwru_48khz_de/B007_0.mat,1.0,2.0,48000,B,known_source_label,0.0,1796.0,mat_variable,DE_time,drive_end,0.14663731490769277,0.14663731490769277,0.7000262946538461,1.3330523076923075,-0.017596291637931097,3.1691042923439663,4.773861926548056,6.030688191160193,1.263272437265443,7.147889906220395,0.12291922748390592,2859.375,2848.890222028597,3457.03125,0.7461742264051923,0.020646899113091748,0.06670624272313848,0.4542098827416494,0.44927578855374223,0.09876495319421946,3.466544458922388,108.0,203.64626057296417,0.8898984895780044,0.13809329639220294,0.29444862763127144,0.29226415012394524,0.2710957125550327
source::data/raw/source_domain/cwru_48khz_de/B007_0.mat::w0003,source,data/raw/source_domain/cwru_48khz_de/B007_0.mat,data/raw/source_domain/cwru_48khz_de/B007_0.mat,data/raw/source_domain/cwru_48khz_de/B007_0.mat,1.5,2.5,48000,B,known_source_label,0.0,1796.0,mat_variable,DE_time,drive_end,0.1467376072424809,0.1467376072424809,0.6736010925384615,1.3069753846153844,0.0006200065775715303,3.0105950537307953,4.590514355469617,5.761908290333217,1.2551770551438561,6.808469974345404,0.12354424050501052,2859.375,2854.159004239023,3445.3125,0.7461123514519089,0.019210626786540067,0.06895834454651276,0.43087533846859954,0.47217059844034687,0.09646087911601726,3.1812973894945737,108.0,191.68617544354416,0.8913177962772849,0.15479113785300092,0.31200381176243885,0.2877969989226712,0.241690142784564
source::data/raw/source_domain/cwru_48khz_de/B007_0.mat::w0004,source,data/raw/source_domain/cwru_48khz_de/B007_0.mat,data/raw/source_domain/cwru_48khz_de/B007_0.mat,data/raw/source_domain/cwru_48khz_de/B007_0.mat,2.0,3.0,48000,B,known_source_label,0.0,1796.0,mat_variable,DE_time,drive_end,0.14469080290070546,0.14469080290070546,0.6580836456923077,1.2352116923076923,-0.018722140833090536,3.0457171986612344,4.548206468515981,5.705262137718722,1.2543982286584368,6.7354522671426595,0.12375257817871206,2859.375,2878.869903710699,3457.03125,0.7457433360450143,0.019586447192192914,0.06387383101172556,0.3997145530214761,0.5086500179806502,0.0950889343551537,3.4368003599469015,108.0,196.1966690660954,0.8826748872102452,0.14342477563787698,0.2985489472202281,0.3236176448225517,0.23114833785337366
source::data/raw/source_domain/cwru_48khz_de/B007_0.mat::w0005,source,data/raw/source_domain/cwru_48khz_de/B007_0.mat,data/raw/source_domain/cwru_48khz_de/B007_0.mat,data/raw/source_domain/cwru_48khz_de/B007_0.mat,2.5,3.5,48000,B,known_source_label,0.0,1796.0,mat_variable,DE_time,drive_end,0.14417922558280735,0.14417922558280735,0.6576350226538461,1.2352116923076923,-0.024515193289966684,3.1366562689088626,4.561232868264931,5.74627762966241,1.2598079939313445,6.799319471307787,0.12369007687660159,2859.375,2885.2418957094537,3457.03125,0.7443111564336243,0.01842915633307797,0.061265329211151236,0.4147581731832458,0.4982427194172565,0.09630018497890605,3.5405508791236278,215.0,211.98939251952376,0.8907213229606219,0.14457614653526346,0.21608200800793684,0.3714227496769156,0.2669167249651612
source::data/raw/source_domain/cwru_48khz_de/B007_0.mat::w0006,source,data/raw/source_domain/cwru_48khz_de/B007_0.mat,data/raw/source_domain/cwru_48khz_de/B007_0.mat,data/raw/source_domain/cwru_48khz_de/B007_0.mat,3.0,4.0,48000,B,known_source_label,0.0,1796.0,mat_variable,DE_time,drive_end,0.14343679996488617,0.14343679996488617,0.6058066078076924,1.1469673846153845,-0.024770340132322367,3.1730095821213453,4.223508945764074,5.339951447072719,1.264340034698196,6.330629559288612,0.12304423008812683,2859.375,2878.0149695891027,3457.03125,0.7462276023662346,0.01864688995925477,0.05994408556188095,0.4280488535316626,0.4847824999921472,0.09710524172570334,3.3982137564038783,108.0,214.42644264624653,0.8980592603247617,0.13298556916817947,0.23759373798503539,0.35309959288859155,0.27401791116477964
source::data/raw/source_domain/cwru_48khz_de/B007_1.mat::w0000,source,data/raw/source_domain/cwru_48khz_de/B007_1.mat,data/raw/source_domain/cwru_48khz_de/B007_1.mat,data/raw/source_domain/cwru_48khz_de/B007_1.mat,0.0,1.0,48000,B,known_source_label,1.0,1772.0,mat_variable,DE_time,drive_end,0.13879752927766065,0.13879752927766065,0.5680345758846154,1.1079563076923078,-0.019405474205763256,3.031437874519831,4.0925409755975215,5.142793166048101,1.2566259438026,6.078491349500071,0.12285672618179545,2812.5,2801.494790553223,3421.875,0.7444884613071909,0.02106001981214807,0.057679706129779226,0.5154672200895544,0.3909234094540648,0.09196703111772946,3.1952846567678073,242.0,218.04303597502226,0.9085874429806245,0.13167227974686677,0.23661840809235388,0.33034011311093087,0.29654921290759123
source::data/raw/source_domain/cwru_48khz_de/B007_1.mat::w0001,source,data/raw/source_domain/cwru_48khz_de/B007_1.mat,data/raw/source_domain/cwru_48khz_de/B007_1.mat,data/raw/source_domain/cwru_48khz_de/B007_1.mat,0.5,1.5,48000,B,known_source_label,1.0,1772.0,mat_variable,DE_time,drive_end,0.1405216591010032,0.1405216591010032,0.569698201,1.1304867692307692,-0.014147167890829019,2.98151320188932,4.054166486793769,5.0775744580047855,1.2524336320446086,5.989709871206795,0.12237754953228193,2824.21875,2801.7560871929677,3421.875,0.74400285620112,0.0207207355526553,0.057425127018626336,0.5189643480271944,0.3884748447163356,0.09178541364249378,3.1591446106194954,59.0,212.1198264194175,0.9044817691906736,0.12300831086398455,0.2739728647871774,0.31391382596741546,0.28395244173773315
source::data/raw/source_domain/cwru_48khz_de/B007_1.mat::w0002,source,data/raw/source_domain/cwru_48khz_de/B007_1.mat,data/raw/source_domain/cwru_48khz_de/B007_1.mat,data/raw/source_domain/cwru_48khz_de/B007_1.mat,1.0,2.0,48000,B,known_source_label,1.0,1772.0,mat_variable,DE_time,drive_end,0.14142516218685983,0.14142516218685983,0.6571496441923077,1.209552,-0.0017400051286427204,3.0104587978697097,4.646624646039957,5.823304682850588,1.2532332879033534,6.874466102773116,0.12227338069543116,2824.21875,2807.760110328341,3421.875,0.7458580264792714,0.01958076999721237,0.05768096261970802,0.5054472110132164,0.4031136180067305,0.09264843232507064,3.3160909404579035,59.0,216.57143430754462,0.9048541608983219,0.15976845362081826,0.21055079652945147,0.35101305617261236,0.27645882698092206
