outer_fold,group_id,model,median_ms,p95_ms,repeats,windows
0,source_domain/cwru_12khz_fe/B007_0.mat,Base_LR,0.13535399997977038,0.14474549995213692,200,15
0,source_domain/cwru_12khz_fe/B007_3.mat,Base_LR,0.13416700002721882,0.14295245003665968,200,15
0,source_domain/cwru_12khz_fe/B014_0.mat,Base_LR,0.135153999991644,0.14442049998422135,200,15
0,source_domain/cwru_12khz_fe/IR007_0.mat,Base_LR,0.13536400001612492,0.1449550000131694,200,15
0,source_domain/cwru_12khz_fe/IR014_0.mat,Base_LR,0.13631600000962862,0.14540399995439657,200,15
0,source_domain/cwru_12khz_fe/IR014_3.mat,Base_LR,0.13610999999968953,0.14531950001241967,200,15
0,source_domain/cwru_12khz_fe/OR007@3_2.mat,Base_LR,0.1340870000205996,0.14334750001410157,200,15
0,source_domain/cwru_12khz_fe/OR007@6_1.mat,Base_LR,0.13506299995924564,0.14381700001990794,200,15
0,source_domain/cwru_12khz_fe/OR007@6_3.mat,Base_LR,0.13509399997246874,0.14402055002449288,200,15
0,source_domain/cwru_12khz_fe/OR014@3_0.mat,Base_LR,0.13540400001943453,0.14634349999766982,200,15
0,source_domain/cwru_12khz_fe/OR014@3_1.mat,Base_LR,0.1356094999778179,0.1441930000339653,200,19
0,source_domain/cwru_12khz_fe/OR014@3_2.mat,Base_LR,0.13568499997518302,0.1448529499811002,200,15
0,source_domain/cwru_48khz_normal/N_0.mat,Base_LR,0.13570449999633638,0.14458554999521311,200,9
1,source_domain/cwru_12khz_fe/B014_3.mat,Base_LR,0.13970050000011724,0.14900904997148245,200,15
1,source_domain/cwru_12khz_fe/B021_2.mat,Base_LR,0.13793299999065312,0.14678155000353854,200,15
1,source_domain/cwru_12khz_fe/B021_3.mat,Base_LR,0.13896399997292974,0.1488466000324706,200,15
1,source_domain/cwru_12khz_fe/IR014_1.mat,Base_LR,0.13815850002174557,0.14714700000126868,200,15
1,source_domain/cwru_12khz_fe/IR021_0.mat,Base_LR,0.13881000000992572,0.14771900004291183,200,15
1,source_domain/cwru_12khz_fe/IR021_1.mat,Base_LR,0.13822350001646555,0.1470285000181093,200,15
1,source_domain/cwru_12khz_fe/OR007@12_3.mat,Base_LR,0.13924999998948806,0.1476265000320609,200,15
1,source_domain/cwru_12khz_fe/OR007@3_0.mat,Base_LR,0.13980549999814684,0.1491075500041461,200,15
1,source_domain/cwru_12khz_fe/OR007@6_0.mat,Base_LR,0.13849400002641232,0.14780855004232762,200,15
1,source_domain/cwru_12khz_fe/OR007@6_2.mat,Base_LR,0.13756250001506487,0.14633295005239688,200,15
1,source_domain/cwru_12khz_fe/OR021@3_2.mat,Base_LR,0.1383139999688865,0.14736855000592186,200,15
1,source_domain/cwru_48khz_normal/N_2_(1750rpm).mat,Base_LR,0.13829400000986425,0.14724600002580246,200,15
2,source_domain/cwru_12khz_fe/B014_2.mat,Base_LR,0.13657100001296385,0.14584950001506058,200,15
2,source_domain/cwru_12khz_fe/B021_0.mat,Base_LR,0.136866500014321,0.14592505002042344,200,15
2,source_domain/cwru_12khz_fe/B021_1.mat,Base_LR,0.13696599998525016,0.14633499999661126,200,15
2,source_domain/cwru_12khz_fe/IR007_2.mat,Base_LR,0.137046999981294,0.15523505000203383,200,15
2,source_domain/cwru_12khz_fe/IR014_2.mat,Base_LR,0.13660599998388534,0.1450185000123838,200,15
2,source_domain/cwru_12khz_fe/IR021_2.mat,Base_LR,0.13643600001955747,0.14543899999637233,200,15
2,source_domain/cwru_12khz_fe/OR007@3_3.mat,Base_LR,0.13735200002429337,0.1469461000112915,200,15
2,source_domain/cwru_12khz_fe/OR014@3_3.mat,Base_LR,0.1371919999826332,0.14591104995247406,200,15
2,source_domain/cwru_12khz_fe/OR021@3_1.mat,Base_LR,0.1377524999952584,0.14678645000003598,200,15
2,source_domain/cwru_12khz_fe/OR021@3_3.mat,Base_LR,0.13840349998872625,0.14899400000842888,200,15
2,source_domain/cwru_12khz_fe/OR021@6_0.mat,Base_LR,0.13843349998410304,0.14724400001568938,200,15
2,source_domain/cwru_48khz_normal/N_3.mat,Base_LR,0.13759699999127406,0.1460150499752899,200,15
3,source_domain/cwru_12khz_fe/B007_1.mat,Base_LR,0.1380630000085148,0.14712349998831087,200,15
3,source_domain/cwru_12khz_fe/B007_2.mat,Base_LR,0.13864899997884095,0.14731950000452798,200,15
3,source_domain/cwru_12khz_fe/B014_1.mat,Base_LR,0.13828900000589783,0.1470365499841364,200,15
3,source_domain/cwru_12khz_fe/IR007_1.mat,Base_LR,0.14053699999294622,0.1495184500186042,200,15
3,source_domain/cwru_12khz_fe/IR007_3.mat,Base_LR,0.14114749998839216,0.1715101499854653,200,15
3,source_domain/cwru_12khz_fe/IR021_3.mat,Base_LR,0.14131849997056634,0.15060405000042465,200,15
3,source_domain/cwru_12khz_fe/OR007@12_0.mat,Base_LR,0.13900999999805208,0.1486555500321174,200,15
3,source_domain/cwru_12khz_fe/OR007@12_1.mat,Base_LR,0.14444299998217502,0.15539949997958047,200,15
3,source_domain/cwru_12khz_fe/OR007@12_2.mat,Base_LR,0.14773299997727918,0.15801710001142052,200,15
3,source_domain/cwru_12khz_fe/OR007@3_1.mat,Base_LR,0.1459755000041696,0.1679715500074508,200,15
3,source_domain/cwru_12khz_fe/OR014@6_0.mat,Base_LR,0.14075749999165055,0.15085100003204843,200,15
3,source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,Base_LR,0.1392650000013873,0.14798099997221925,200,15
