record_id,relative_path,filename,label,fs,rpm,window_index,window_start,window_length,mean,std,rms,peak_abs,ptp,skewness,kurtosis,crest_factor,impulse_factor,shape_factor,clearance_factor,dominant_freq_0_6k,spectral_centroid_0_6k,f95_0_6k,spectral_entropy_0_6k,energy_0_500,energy_500_1500,energy_1500_3000,energy_3000_6000
source_domain/cwru_48khz_de/B007_0.mat,source_domain/cwru_48khz_de/B007_0.mat,B007_0.mat,B,48000,1796.0,0,0,48000,9.3443771239284e-19,0.14710492669108596,0.14710492669108596,0.5725445536538462,1.128817846153846,-0.02330984026451701,3.0962127074649337,3.892082791028971,4.906646532562044,1.2606737307434028,5.809775086414361,3363.28125,2878.4911602385237,3457.03125,0.7453770861007707,0.018631415725702517,0.05894365875608467,0.4499658983338056,0.46417401475715836
source_domain/cwru_48khz_de/B007_0.mat,source_domain/cwru_48khz_de/B007_0.mat,B007_0.mat,B,48000,1796.0,1,48000,48000,-1.5543122344752192e-18,0.14663731490769277,0.14663731490769277,0.7000262946538461,1.3330523076923075,-0.017596291637931097,3.1691042923439663,4.773861926548056,6.030688191160193,1.263272437265443,7.147889906220395,2859.375,2848.890222028597,3457.03125,0.7461742268060613,0.020646899113091748,0.06670624272313848,0.4542098827416494,0.4492745428611441
source_domain/cwru_48khz_de/B007_0.mat,source_domain/cwru_48khz_de/B007_0.mat,B007_0.mat,B,48000,1796.0,2,96000,48000,2.3129646346357427e-18,0.14469080290070546,0.14469080290070546,0.6580836456923077,1.2352116923076923,-0.01872214083309054,3.0457171986612344,4.548206468515981,5.705262137718722,1.2543982286584368,6.7354522671426595,2859.375,2878.869903710699,3457.03125,0.7457433364522537,0.019586447192192914,0.06387383101172556,0.3997145530214761,0.5086486895513332
source_domain/cwru_48khz_de/B007_0.mat,source_domain/cwru_48khz_de/B007_0.mat,B007_0.mat,B,48000,1796.0,3,144000,48000,-6.059967342745646e-19,0.14343679996488617,0.14343679996488617,0.6058066078076924,1.1469673846153845,-0.024770340132322367,3.1730095821213453,4.223508945764074,5.339951447072719,1.264340034698196,6.330629559288612,2859.375,2878.0149695891027,3457.03125,0.7462276027820014,0.01864688995925477,0.05994408556188095,0.4280488535316626,0.4847813728073067
source_domain/cwru_48khz_de/B007_1.mat,source_domain/cwru_48khz_de/B007_1.mat,B007_1.mat,B,48000,1772.0,0,0,48000,-3.478698810492157e-18,0.13879752927766065,0.13879752927766065,0.5680345758846154,1.1079563076923078,-0.019405474205763256,3.031437874519831,4.0925409755975215,5.142793166048101,1.2566259438026,6.078491349500071,2812.5,2801.494790553223,3421.875,0.7444884617473194,0.02106001981214807,0.057679706129779226,0.5154672200895544,0.39092169617848
source_domain/cwru_48khz_de/B007_1.mat,source_domain/cwru_48khz_de/B007_1.mat,B007_1.mat,B,48000,1772.0,1,48000,48000,-1.491862189340054e-18,0.14142516218685983,0.14142516218685983,0.6571496441923077,1.209552,-0.0017400051286427204,3.0104587978697097,4.646624646039957,5.823304682850588,1.2532332879033534,6.874466102773116,2824.21875,2807.760110328341,3421.875,0.7458580268974768,0.01958076999721237,0.05768096261970802,0.5054472110132164,0.4031122347211502
source_domain/cwru_48khz_de/B007_1.mat,source_domain/cwru_48khz_de/B007_1.mat,B007_1.mat,B,48000,1772.0,2,96000,48000,1.0362081563168129e-18,0.14048418425825684,0.14048418425825684,0.6141590810384616,1.2076744615384616,0.0069484556325348935,3.126628580514645,4.371731126011028,5.512131067897509,1.260857749247676,6.530907719234792,2824.21875,2804.58641300764,3433.59375,0.7487465268346642,0.020801944713078543,0.05930675461397088,0.5185139498864577,0.39084082805405
source_domain/cwru_48khz_de/B007_1.mat,source_domain/cwru_48khz_de/B007_1.mat,B007_1.mat,B,48000,1772.0,3,144000,48000,-1.1194748831636995e-18,0.14139269069948238,0.14139269069948238,0.6100341073076923,1.195992,0.032069069541201804,3.049870109794467,4.314467065344638,5.41993827306767,1.2562242777478232,6.40888252513596,2894.53125,2822.7276392845297,3421.875,0.7419284747214558,0.02035601046897649,0.056198350130038516,0.5091887587209044,0.4036410552476113
source_domain/cwru_48khz_de/B007_2.mat,source_domain/cwru_48khz_de/B007_2.mat,B007_2.mat,B,48000,1747.0,0,0,48000,1.1102230246251566e-19,0.13632368511513143,0.13632368511513143,0.6179892334230768,1.1828492307692307,0.03399279665341262,3.1210284047884356,4.533249177475096,5.695933790333586,1.2564793081734575,6.727662315317287,2929.6875,2755.1182167251086,3433.59375,0.7493053949358519,0.020041716430058112,0.07204698455130396,0.5638998120975904,0.3275745947398488
source_domain/cwru_48khz_de/B007_2.mat,source_domain/cwru_48khz_de/B007_2.mat,B007_2.mat,B,48000,1747.0,1,48000,48000,9.62193288008469e-19,0.13578359024436293,0.13578359024436293,0.5628004115384615,1.1246455384615386,-0.008068412188594703,3.066097635504911,4.144833779409375,5.217291321504193,1.2587456093858647,6.174481591006843,2929.6875,2752.7308903242288,3433.59375,0.7488497681895705,0.020571904935244405,0.0745563861357887,0.5562989686759899,0.33242154389203465
source_domain/cwru_48khz_de/B007_2.mat,source_domain/cwru_48khz_de/B007_2.mat,B007_2.mat,B,48000,1747.0,2,96000,48000,4.579669976578771e-19,0.14358073645036196,0.14358073645036196,0.5917138823461539,1.1711667692307692,-0.006821518228648213,3.0073852622786856,4.121123048749629,5.163388879558761,1.252908204497655,6.0911388513503155,2859.375,2770.339087375352,3433.59375,0.7356376765180337,0.017804007834276755,0.0674051358994318,0.5531991580699959,0.34322213884798886
source_domain/cwru_48khz_de/B007_2.mat,source_domain/cwru_48khz_de/B007_2.mat,B007_2.mat,B,48000,1747.0,3,144000,48000,1.5080529417825042e-18,0.1415701730838672,0.1415701730838672,0.7576097082307693,1.4317273846153848,-0.010704385690523009,3.190085058113809,5.351478293217911,6.719008990435528,1.2555426037891755,7.927460679609288,2859.375,2771.5082625344426,3433.59375,0.7373541696821212,0.017766758820920135,0.06718835915742598,0.5527965916079773,0.3451202560369894
source_domain/cwru_48khz_de/B007_3.mat,source_domain/cwru_48khz_de/B007_3.mat,B007_3.mat,B,48000,1721.0,0,0,48000,1.7763568394002505e-18,0.14379774242749488,0.14379774242749488,0.5908090783076922,1.129860923076923,0.03361344608749285,3.0263050217241627,4.108611639723613,5.168728321571151,1.2580230926578657,6.122472602805933,2894.53125,2704.2417996386016,3421.875,0.7415156454045597,0.015717916448035607,0.11618078765250774,0.5346507406533823,0.3143534721865442
source_domain/cwru_48khz_de/B007_3.mat,source_domain/cwru_48khz_de/B007_3.mat,B007_3.mat,B,48000,1721.0,1,48000,48000,-1.5173048003210473e-18,0.14171471175645142,0.14171471175645142,0.6212771857307691,1.238966769230769,0.023699114262227046,3.007076223645386,4.383999219460728,5.489758323484442,1.252226117896297,6.470133261804447,2882.8125,2694.7686378562876,3421.875,0.7483740740615353,0.016433797432207735,0.12175761497330649,0.5322532310703832,0.3209536765917622
