independent_object_id,class_label,td_rms,fd_energy_ratio_1500_3000,fd_entropy_0_6k,env_entropy_0_500
data/raw/source_domain/cwru_48khz_de/B007_0.mat,B,0.1464522483861895,0.4308753384685995,0.7461123514519089,0.8907213229606219
data/raw/source_domain/cwru_48khz_de/B007_1.mat,B,0.1405216591010032,0.5154672200895544,0.7453483637243651,0.9033542989780337
data/raw/source_domain/cwru_48khz_de/B007_2.mat,B,0.1399635262126275,0.5531991580699959,0.7397669669267821,0.9187649325114224
data/raw/source_domain/cwru_48khz_de/B007_3.mat,B,0.1396998838230924,0.5322532310703832,0.7493935996623167,0.9142284650566812
data/raw/source_domain/cwru_48khz_de/B014_0.mat,B,0.1393348925013583,0.5317527975914412,0.768435175993365,0.8658731613104802
data/raw/source_domain/cwru_48khz_de/B014_1.mat,B,0.1448726088310522,0.6292304228585766,0.7493877006484317,0.8759346212474032
data/raw/source_domain/cwru_48khz_de/B014_2.mat,B,0.1557999725687347,0.6679898121878692,0.741528237045031,0.8556082025137414
data/raw/source_domain/cwru_48khz_de/B014_3.mat,B,0.1752868899727571,0.6759502951071943,0.7481548791181083,0.8412454445541373
data/raw/source_domain/cwru_48khz_de/B021_0.mat,B,0.3473960735641261,0.8576847369148524,0.6537101322570414,0.8682710680002991
data/raw/source_domain/cwru_48khz_de/B021_1.mat,B,0.2302516452314965,0.8922043637746242,0.6588268517848394,0.8169418191970998
data/raw/source_domain/cwru_48khz_de/B021_2.mat,B,0.3309866930763885,0.9044359446491324,0.6681088527373534,0.7827905665420145
data/raw/source_domain/cwru_48khz_de/B021_3.mat,B,0.3906256844979324,0.8841805884859348,0.6551240742247045,0.7580810239986187
data/raw/source_domain/cwru_48khz_de/IR007_0.mat,IR,0.5827510580660263,0.5027473282347764,0.8082021972918485,0.4819000837385158
data/raw/source_domain/cwru_48khz_de/IR007_1.mat,IR,0.2775130624005354,0.4975193027832272,0.7749285953125854,0.4484103649357237
data/raw/source_domain/cwru_48khz_de/IR007_2.mat,IR,0.2810330603148193,0.466794394649938,0.7832761199096033,0.4575383810588101
data/raw/source_domain/cwru_48khz_de/IR007_3.mat,IR,0.2791197726487323,0.3529811409993803,0.7931486934499916,0.4693460142306948
data/raw/source_domain/cwru_48khz_de/IR014_0.mat,IR,0.1803132605828214,0.7553627543751005,0.7393454258790819,0.8247576131005228
data/raw/source_domain/cwru_48khz_de/IR014_1.mat,IR,0.2663756899453539,0.9276104935990722,0.6640197239250449,0.6730507328569411
data/raw/source_domain/cwru_48khz_de/IR014_2.mat,IR,0.239436667494345,0.8981614942913095,0.6741405561502035,0.6706338391289145
data/raw/source_domain/cwru_48khz_de/IR014_3.mat,IR,0.2601871769715272,0.847091973073053,0.6735327310860159,0.6608286896132504
data/raw/source_domain/cwru_48khz_de/IR021_0.mat,IR,0.5840249674854805,0.8638364134230323,0.6859685693122561,0.6558984807582858
data/raw/source_domain/cwru_48khz_de/IR021_1.mat,IR,0.6016697990223049,0.927370144303702,0.6315992952523058,0.6911496803740929
data/raw/source_domain/cwru_48khz_de/IR021_2.mat,IR,0.7681574233078808,0.9565268351473416,0.5577906630220617,0.6417233200370314
data/raw/source_domain/cwru_48khz_de/IR021_3.mat,IR,0.4043342220851989,0.9664059908565076,0.5510065117745242,0.6616847431298475
data/raw/source_domain/cwru_48khz_de/OR007@12_0.mat,OR,0.2070735361503555,0.7448023298144909,0.6920230973156855,0.7112185808049627
data/raw/source_domain/cwru_48khz_de/OR007@12_1.mat,OR,0.2632341929300106,0.7997428677458965,0.6859341207138313,0.6824702831098347
data/raw/source_domain/cwru_48khz_de/OR007@12_2.mat,OR,0.2614637843798427,0.775463804584332,0.706856116236419,0.6971355084106726
data/raw/source_domain/cwru_48khz_de/OR007@12_3.mat,OR,0.2418158409983289,0.7550733117342942,0.7206962428144212,0.7265656773458501
data/raw/source_domain/cwru_48khz_de/OR007@3_0.mat,OR,0.39609302448552286,0.6610094489798722,0.7120947976757515,0.5530152686014572
data/raw/source_domain/cwru_48khz_de/OR007@3_1.mat,OR,0.4557112503137722,0.6006699036931912,0.6706055915365573,0.5398073164604759
data/raw/source_domain/cwru_48khz_de/OR007@3_2.mat,OR,0.4442494161285068,0.652771793555209,0.699933569341045,0.5208042688485475
data/raw/source_domain/cwru_48khz_de/OR007@3_3.mat,OR,0.4439134125078381,0.6013477663626065,0.7055891719317436,0.5483455345791765
data/raw/source_domain/cwru_48khz_de/OR007@6_0.mat,OR,1.2547830033414802,0.2331171634532389,0.6385118647384599,0.3780215813202441
data/raw/source_domain/cwru_48khz_de/OR007@6_1.mat,OR,1.0579310945776177,0.2969248771101899,0.610377684888895,0.4080649416887314
data/raw/source_domain/cwru_48khz_de/OR007@6_2.mat,OR,1.0203502463168272,0.2936542313415536,0.6534664225394086,0.4075814187274834
data/raw/source_domain/cwru_48khz_de/OR007@6_3.mat,OR,0.9987631938842906,0.3043199664831587,0.6445133630573158,0.4130589467293722
data/raw/source_domain/cwru_48khz_de/OR014@6_0.mat,OR,0.1394121163678222,0.7139821108435399,0.7359556209570332,0.8908250973598781
data/raw/source_domain/cwru_48khz_de/OR014@6_1.mat,OR,0.1343294899309104,0.5865785538834041,0.7308262413742647,0.9129368870055944
data/raw/source_domain/cwru_48khz_de/OR014@6_2.mat,OR,0.1442460286693445,0.6184821795587483,0.7129558440969851,0.8968932580826713
data/raw/source_domain/cwru_48khz_de/OR014@6_3.mat,OR,0.1525086361185702,0.6757782522405326,0.6948883567770322,0.8997435850400943
data/raw/source_domain/cwru_48khz_de/OR021@12_0.mat,OR,0.6004685864216304,0.9340155814481829,0.612113196646751,0.6061364126003648
data/raw/source_domain/cwru_48khz_de/OR021@12_1.mat,OR,0.5421595757744467,0.912400690629401,0.6210028642512261,0.5976532399048593
data/raw/source_domain/cwru_48khz_de/OR021@12_2.mat,OR,0.4773157573814671,0.8801094578863969,0.6367525694516827,0.6224603627508752
data/raw/source_domain/cwru_48khz_de/OR021@12_3.mat,OR,0.4209290848740074,0.8653761175672139,0.6492079317230857,0.6182065897003217
data/raw/source_domain/cwru_48khz_de/OR021@3_0.mat,OR,0.41409625288983726,0.5377925618939562,0.8175526311523093,0.6861352638939507
data/raw/source_domain/cwru_48khz_de/OR021@3_1.mat,OR,0.7625229898449546,0.6420659425369024,0.7871948716113392,0.6500235028578845
data/raw/source_domain/cwru_48khz_de/OR021@3_2.mat,OR,0.7138635602540332,0.6308023850140307,0.786578987992852,0.6412314373767918
data/raw/source_domain/cwru_48khz_de/OR021@3_3.mat,OR,0.6749762567113379,0.6339734204396222,0.8009787566851472,0.6451932508963972
data/raw/source_domain/cwru_48khz_de/OR021@6_0.mat,OR,0.6671501648984257,0.6343831986828805,0.7381961968702874,0.598752989592482
data/raw/source_domain/cwru_48khz_de/OR021@6_1.mat,OR,0.6019806343605679,0.5875906242722133,0.7417361689842857,0.5920239322746028
data/raw/source_domain/cwru_48khz_de/OR021@6_2.mat,OR,0.6053809661658568,0.5411134764865262,0.7450768498231889,0.6036208078203406
data/raw/source_domain/cwru_48khz_de/OR021@6_3.mat,OR,0.5717856313488131,0.4790217474522993,0.7512182240800843,0.616126410646877
data/raw/source_domain/cwru_48khz_normal/N_0.mat,N,0.0725349145677563,0.0520971818380505,0.6016771512369279,0.5283824682056549
data/raw/source_domain/cwru_48khz_normal/N_1_(1772rpm).mat,N,0.0651602334601571,0.0816503791072842,0.6896951111548316,0.7524929190802769
data/raw/source_domain/cwru_48khz_normal/N_2_(1750rpm).mat,N,0.0631746053216738,0.0963415369850078,0.7291074840443927,0.7962530516412942
data/raw/source_domain/cwru_48khz_normal/N_3.mat,N,0.0647362761256108,0.1219144700369957,0.7714486403047479,0.810649606751377
