relative_path,stage,before_fs_hz,after_fs_hz,fidelity_df_before_hz,fidelity_df_after_hz,rms_before,rms_after,rms_ratio,total_psd_before,total_psd_after,total_psd_ratio,common_0_6k_before,common_0_6k_after,common_0_6k_ratio,BPFO_common_tol_hz,BPFO_fund_energy_before,BPFO_fund_energy_after,BPFO_fund_energy_ratio,BPFI_common_tol_hz,BPFI_fund_energy_before,BPFI_fund_energy_after,BPFI_fund_energy_ratio,BSF_common_tol_hz,BSF_fund_energy_before,BSF_fund_energy_after,BSF_fund_energy_ratio,information_fidelity_pass
source_domain/cwru_12khz_fe/B007_0.mat,demean,12000,12000,2.9296875,2.9296875,0.1416118148559401,0.14161176443037773,0.9999996439169824,0.019878906404391276,0.01987889936610506,0.9999996459419813,0.019878906404391276,0.01987889936610506,0.9999996459419813,5.859375,1.0772910492126632e-06,1.0772910492126632e-06,1.0,5.859375,0.00025931577859931353,0.00025931577859931353,1.0,5.859375,9.269950939661964e-06,9.269950939661966e-06,1.0000000000000002,True
source_domain/cwru_12khz_fe/B007_1.mat,demean,12000,12000,2.9296875,2.9296875,0.11411806670376146,0.11410752465905666,0.9999076215974446,0.012812222330082296,0.01281063194565496,0.9998758697448137,0.012812222330082296,0.01281063194565496,0.9998758697448137,5.859375,1.6662152685222781e-06,1.6662152685222777e-06,0.9999999999999998,5.859375,0.00012894486733432852,0.00012894486733432858,1.0000000000000004,5.859375,3.852942140573196e-06,3.852942140573196e-06,1.0,True
source_domain/cwru_12khz_fe/B007_2.mat,demean,12000,12000,2.9296875,2.9296875,0.1252792978737236,0.12527929392371454,0.9999999684703766,0.015998492533972796,0.015998492462879377,0.9999999955562426,0.015998492533972796,0.015998492462879377,0.9999999955562426,5.859375,1.4582815733216218e-06,1.4582815733216218e-06,1.0,5.859375,0.00022042380652429426,0.00022042380652429426,1.0,5.859375,3.227692331529558e-06,3.2276923315295572e-06,0.9999999999999998,True
source_domain/cwru_12khz_fe/B007_3.mat,demean,12000,12000,2.9296875,2.9296875,0.11477348733930108,0.11477348236776215,0.9999999566839081,0.013165620176695888,0.01316561847137762,0.9999998704718619,0.013165620176695888,0.01316561847137762,0.9999998704718619,5.859375,1.1599634802504354e-06,1.1599634802504354e-06,1.0,5.859375,0.00031072833004134204,0.00031072833004134204,1.0,5.859375,1.6230013326540345e-06,1.6230013326540345e-06,1.0,True
source_domain/cwru_12khz_fe/B014_0.mat,demean,12000,12000,2.9296875,2.9296875,0.22881529236241396,0.22881528892415529,0.99999998497365,0.05297951323248246,0.05297951089539044,0.9999999558868725,0.05297951323248246,0.05297951089539044,0.9999999558868725,5.859375,9.024530935546955e-07,9.024530935546959e-07,1.0000000000000004,5.859375,0.00020525348653663004,0.00020525348653663002,0.9999999999999999,5.859375,3.4058689588334e-06,3.4058689588334e-06,1.0,True
source_domain/cwru_12khz_fe/B014_1.mat,demean,12000,12000,2.9296875,2.9296875,0.18100717551460366,0.18100717374769798,0.9999999902384772,0.0330126091241018,0.033012608226850634,0.9999999728209558,0.0330126091241018,0.033012608226850634,0.9999999728209558,5.859375,1.0175639688551837e-06,1.0175639688551841e-06,1.0000000000000004,5.859375,7.362825555744179e-05,7.36282555574418e-05,1.0000000000000002,5.859375,2.279218816583924e-06,2.279218816583925e-06,1.0000000000000004,True
source_domain/cwru_12khz_fe/B014_2.mat,demean,12000,12000,2.9296875,2.9296875,0.29589033113922686,0.29589033052850877,0.9999999979359985,0.0892546281375291,0.08925462774841356,0.999999995640388,0.0892546281375291,0.08925462774841356,0.999999995640388,5.859375,1.062008784360148e-06,1.0620087843601477e-06,0.9999999999999996,5.859375,0.00012565196474018185,0.00012565196474018185,1.0,5.859375,1.6004462938191258e-06,1.6004462938191258e-06,1.0,True
source_domain/cwru_12khz_fe/B014_3.mat,demean,12000,12000,2.9296875,2.9296875,0.21399727358125606,0.21399727338846902,0.9999999990991145,0.045755335021173994,0.04575533505647096,1.0000000007714285,0.045755335021173994,0.04575533505647096,1.0000000007714285,5.859375,6.676744744636395e-07,6.676744744636397e-07,1.0000000000000002,5.859375,0.00018607153160381053,0.00018607153160381053,1.0,5.859375,1.2856728094300587e-06,1.2856728094300585e-06,0.9999999999999999,True
source_domain/cwru_12khz_fe/B021_0.mat,demean,12000,12000,2.9296875,2.9296875,0.15111922262007219,0.15111922252108786,0.9999999993449918,0.023226026646802848,0.023226026679348078,1.0000000014012398,0.023226026646802848,0.023226026679348078,1.0000000014012398,5.859375,9.082211031243049e-07,9.082211031243047e-07,0.9999999999999998,5.859375,0.0001987802277600714,0.0001987802277600714,1.0,5.859375,3.4229296606478814e-06,3.422929660647882e-06,1.0000000000000002,True
source_domain/cwru_12khz_fe/B021_1.mat,demean,12000,12000,2.9296875,2.9296875,0.16840902746692563,0.16840902564409227,0.9999999891761542,0.02932531011680322,0.02932530939940149,0.9999999755364315,0.02932531011680322,0.02932530939940149,0.9999999755364315,5.859375,1.2084181955584986e-06,1.2084181955584986e-06,1.0,5.859375,8.394714265795653e-05,8.394714265795653e-05,1.0,5.859375,2.271227289526485e-06,2.271227289526484e-06,0.9999999999999997,True
source_domain/cwru_12khz_fe/B021_2.mat,demean,12000,12000,2.9296875,2.9296875,0.16787496335464633,0.16787496203157973,0.9999999921187378,0.027777209733171913,0.02777720917379954,0.9999999798621828,0.027777209733171913,0.02777720917379954,0.9999999798621828,5.859375,1.2510546436442101e-06,1.2510546436442101e-06,1.0,5.859375,0.00015147329659788062,0.00015147329659788062,1.0,5.859375,1.7168481234309526e-06,1.7168481234309521e-06,0.9999999999999998,True
source_domain/cwru_12khz_fe/B021_3.mat,demean,12000,12000,2.9296875,2.9296875,0.17311775106523716,0.1731177510074893,0.9999999996664244,0.030648862340445428,0.030648862364156475,1.0000000007736354,0.030648862340445428,0.030648862364156475,1.0000000007736354,5.859375,7.950191989230774e-07,7.950191989230771e-07,0.9999999999999996,5.859375,0.00021567116114977995,0.00021567116114977998,1.0000000000000002,5.859375,1.3549683015535037e-06,1.3549683015535033e-06,0.9999999999999997,True
source_domain/cwru_12khz_fe/IR007_0.mat,demean,12000,12000,2.9296875,2.9296875,0.2731171712152747,0.2731166433958693,0.999998067425043,0.07490121003933092,0.0749010291626479,0.9999975851300276,0.07490121003933092,0.0749010291626479,0.9999975851300276,5.859375,1.132522870541636e-06,1.1325228705416355e-06,0.9999999999999997,5.859375,0.0002489529664297326,0.00024895296642973256,0.9999999999999998,5.859375,3.936308937215269e-06,3.93630893721527e-06,1.0000000000000002,True
source_domain/cwru_12khz_fe/IR007_1.mat,demean,12000,12000,2.9296875,2.9296875,0.2376314802169119,0.2376314700055972,0.9999999570287796,0.05631469755907116,0.056314694499049314,0.9999999456621099,0.05631469755907116,0.056314694499049314,0.9999999456621099,5.859375,1.0432574489068905e-06,1.0432574489068911e-06,1.0000000000000007,5.859375,9.67293786359021e-05,9.67293786359021e-05,1.0,5.859375,3.1944766408780628e-06,3.1944766408780623e-06,0.9999999999999999,True
