relative_path,independent_object_id,subgroup,class_label,load_hp,fault_size_in,outer_race_position_clock,rpm,bearing,native_fs_hz,processed_fs_hz,signal_var,raw_mean,trend_r2,detrend_applied,resampled,rms,peak,crest_factor,impulse_factor,kurtosis,total_psd_energy,common_0_6k_psd_energy,spectral_entropy,welch_df_hz,fr,FTF,BPFO,BPFI,BSF,mechanism_class,char_name,char_hz,harmonic_energy_ratio,sideband_energy_ratio,mechanism_score,local_peak_hz,peak_offset_hz,peak_offset_order,bands_json,sidebands_json,spurious_mechanism_score
source_domain/cwru_12khz_fe/B007_0.mat,source_domain/cwru_12khz_fe/B007_0.mat,source_12khz_fe,B,0.0,0.007,,1798.0,SKF6203_FE,12000,12000,X282_FE_time,-0.00011950610134160234,2.5195735317163402e-05,False,False,0.14161176443037773,2.1859557221482686,15.436257933379368,21.569296166941285,16.55421772707915,0.01987889936610506,0.01987889936610506,0.7429874751403013,2.9296875,29.966666666666665,11.436476530005942,102.92828877005347,166.77171122994653,119.49740085117655,B,BSF,119.49740085117655,0.004802068263368144,0.0019225270870596516,0.0057633318068979695,120.1171875,0.6197866488234496,0.020682535555843703,"[{""center_hz"":119.49740085117655,""energy"":9.269950939661966e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":238.9948017023531,""energy"":5.426027001460206e-06,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":358.49220255352964,""energy"":8.076385381554005e-05,""harmonic"":3,""tol_hz"":7.1698440510705925}]","[{""center_hz"":108.0609243211706,""energy"":1.6515035986606217e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":130.9338773811825,""energy"":3.2831497047740965e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":227.55832517234717,""energy"":1.0866615815174093e-05,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":250.43127823235903,""energy"":1.0468672705313947e-06,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":347.0557260235237,""energy"":5.70803709101678e-06,""harmonic"":3,""tol_hz"":6.941114520470474},{""center_hz"":369.9286790835356,""energy"":1.566154901211293e-05,""harmonic"":3,""tol_hz"":7.398573581670712}]",
source_domain/cwru_12khz_fe/B007_1.mat,source_domain/cwru_12khz_fe/B007_1.mat,source_12khz_fe,B,1.0,0.007,,1777.0,SKF6203_FE,12000,12000,X283_FE_time,-0.0015511171415871442,5.4919771670040456e-05,False,False,0.11410752465905666,1.993680905284091,17.471949472578917,23.756562134094693,20.55648419355684,0.01281063194565496,0.01281063194565496,0.7871680461989857,2.9296875,29.616666666666667,11.30290255496138,101.72612299465241,164.8238770053476,118.10171374446091,B,BSF,118.10171374446091,0.008956463024371638,0.0070665423462710885,0.012489734197507183,117.1875,-0.9142137444609091,-0.030868218721246225,"[{""center_hz"":118.10171374446091,""energy"":3.852942140573196e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":236.20342748892182,""energy"":3.4811910385257065e-06,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":354.30514123338276,""energy"":0.00010740381816099384,""harmonic"":3,""tol_hz"":7.086102824667655}]","[{""center_hz"":106.79881118949953,""energy"":2.2893471290266307e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":129.4046162994223,""energy"":1.5745378901343995e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":224.90052493396044,""energy"":1.0748342246516817e-05,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":247.5063300438832,""energy"":3.852036547361363e-06,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":343.00223867842135,""energy"":8.870506357818444e-06,""harmonic"":3,""tol_hz"":6.860044773568427},{""center_hz"":365.60804378834416,""energy"":6.319210295560631e-05,""harmonic"":3,""tol_hz"":7.3121608757668834}]",
source_domain/cwru_12khz_fe/B007_2.mat,source_domain/cwru_12khz_fe/B007_2.mat,source_12khz_fe,B,2.0,0.007,,1755.0,SKF6203_FE,12000,12000,X284_FE_time,3.14596360904392e-05,6.825455445274224e-06,False,False,0.12527929392371454,1.2794906985389611,10.213105920903997,13.822680388475414,7.9608449668937915,0.015998492462879377,0.015998492462879377,0.7891021507906555,2.9296875,29.25,11.162967914438504,100.46671122994653,162.78328877005347,116.6395653469493,B,BSF,116.6395653469493,0.003102812816457438,0.008570555611872012,0.007388090622393444,117.1875,0.547934653050703,0.018732808651306086,"[{""center_hz"":116.6395653469493,""energy"":3.2276923315295572e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":233.2791306938986,""energy"":4.24915324019435e-06,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":349.91869604084786,""energy"":4.2163481886095944e-05,""harmonic"":3,""tol_hz"":6.998373920816958}]","[{""center_hz"":105.4765974325108,""energy"":1.5249245927576105e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":127.8025332613878,""energy"":2.028718083948838e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":222.1161627794601,""energy"":1.3178120922339707e-05,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":244.4420986083371,""energy"":2.953605389900166e-06,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":338.75572812640934,""energy"":1.2205100272367428e-05,""harmonic"":3,""tol_hz"":6.775114562528187},{""center_hz"":361.0816639552864,""energy"":0.00010522550009790917,""harmonic"":3,""tol_hz"":7.221633279105728}]",
source_domain/cwru_12khz_fe/B007_3.mat,source_domain/cwru_12khz_fe/B007_3.mat,source_12khz_fe,B,3.0,0.007,,1732.0,SKF6203_FE,12000,12000,X285_FE_time,3.37816769418347e-05,3.3232494205250947e-06,False,False,0.11477348236776215,2.67080769974026,23.270250624463433,29.90607663470364,16.27346556226758,0.01316561847137762,0.01316561847137762,0.7601106091918931,2.9296875,28.866666666666667,11.016672608437315,99.15005347593583,160.64994652406418,115.11095565864171,B,BSF,115.11095565864171,0.004400324693108431,0.01701411977505,0.012907384580633431,114.2578125,-0.8531431586417142,-0.029554612885971623,"[{""center_hz"":115.11095565864171,""energy"":1.6230013326540345e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":230.22191131728343,""energy"":4.18704134424786e-06,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":345.3328669759251,""energy"":5.212295338274551e-05,""harmonic"":3,""tol_hz"":6.906657339518503}]","[{""center_hz"":104.0942830502044,""energy"":1.7431803615220767e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":126.12762826707903,""energy"":2.1203183858815486e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":219.2052387088461,""energy"":1.608925420865785e-05,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":241.23858392572075,""energy"":2.322468877550201e-06,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":334.3161943674878,""energy"":9.436941979100302e-05,""harmonic"":3,""tol_hz"":6.686323887349756},{""center_hz"":356.34953958436245,""energy"":0.00010735676796001484,""harmonic"":3,""tol_hz"":7.126990791687249}]",
source_domain/cwru_12khz_fe/B014_0.mat,source_domain/cwru_12khz_fe/B014_0.mat,source_12khz_fe,B,0.0,0.014,,1796.0,SKF6203_FE,12000,12000,X286_FE_time,3.9666765971930336e-05,3.918277963096839e-07,False,False,0.22881528892415529,3.0873542792884203,13.492779673091585,20.743911386165028,15.70813785533964,0.05297951089539044,0.05297951089539044,0.8370674883375913,2.9296875,29.933333333333334,11.423755199049317,102.81379679144385,166.58620320855616,119.36447826958458,B,BSF,119.36447826958458,0.0023620390170168,0.00040525593290387094,0.0025646669834687354,120.1171875,0.7527092304154195,0.02514618809851067,"[{""center_hz"":119.36447826958458,""energy"":3.4058689588334e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":238.72895653916916,""energy"":7.977984905780916e-06,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":358.0934348087537,""energy"":0.00011375581797276458,""harmonic"":3,""tol_hz"":7.161868696175075}]","[{""center_hz"":107.94072307053526,""energy"":1.2171867767104665e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":130.7882334686339,""energy"":7.088900104858177e-07,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":227.30520134011985,""energy"":2.4460516520104068e-06,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":250.15271173821847,""energy"":9.96734440344602e-07,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":346.6696796097044,""energy"":6.67236773785067e-06,""harmonic"":3,""tol_hz"":6.933393592194088},{""center_hz"":369.51719000780304,""energy"":9.429030495300288e-06,""harmonic"":3,""tol_hz"":7.390343800156061}]",
source_domain/cwru_12khz_fe/B014_1.mat,source_domain/cwru_12khz_fe/B014_1.mat,source_12khz_fe,B,1.0,0.014,,1775.0,SKF6203_FE,12000,12000,X287_FE_time,-2.5291208108684493e-05,3.45429093609571e-07,False,False,0.18100717374769798,3.266155664786256,18.044343752579003,29.021233447710166,27.534904904610123,0.033012608226850634,0.033012608226850634,0.8251379025586789,2.9296875,29.583333333333332,11.290181224004753,101.61163101604278,164.63836898395724,117.96879116286895,B,BSF,117.96879116286895,0.0032776844891364352,0.0021930489732889837,0.0043742089757809275,117.1875,-0.7812911628689534,-0.02640984212514772,"[{""center_hz"":117.96879116286895,""energy"":2.279218816583925e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":235.9375823257379,""energy"":2.797314557995619e-06,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":353.90637348860685,""energy"":0.00010312838055650666,""harmonic"":3,""tol_hz"":7.078127469772137}]","[{""center_hz"":106.6786099388642,""energy"":1.52613258374726e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":129.2589723868737,""energy"":6.379447854503908e-07,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":224.64740110173315,""energy"":2.840548657025788e-06,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":247.22776354974266,""energy"":4.1644862912085334e-07,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":342.6161922646021,""energy"":2.9819263610904644e-06,""harmonic"":3,""tol_hz"":6.852323845292042},{""center_hz"":365.1965547126116,""energy"":6.399526556105147e-05,""harmonic"":3,""tol_hz"":7.303931094252232}]",
source_domain/cwru_12khz_fe/B014_2.mat,source_domain/cwru_12khz_fe/B014_2.mat,source_12khz_fe,B,2.0,0.014,,1755.0,SKF6203_FE,12000,12000,X288_FE_time,-1.901081735842664e-05,3.740323441274565e-07,False,False,0.29589033052850877,2.6623892801948057,8.997892142806224,13.52451708928316,8.840735024351517,0.08925462774841356,0.08925462774841356,0.788865406468994,2.9296875,29.25,11.162967914438504,100.46671122994653,162.78328877005347,116.6395653469493,B,BSF,116.6395653469493,0.0003303370586633188,0.0016528119486308819,0.0011567430329787597,117.1875,0.547934653050703,0.018732808651306086,"[{""center_hz"":116.6395653469493,""energy"":1.6004462938191258e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":233.2791306938986,""energy"":5.618114136384322e-06,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":349.91869604084786,""energy"":2.2265550772296922e-05,""harmonic"":3,""tol_hz"":6.998373920816958}]","[{""center_hz"":105.4765974325108,""energy"":1.220214685415167e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":127.8025332613878,""energy"":7.988290442692356e-07,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":222.1161627794601,""energy"":1.1716463792292383e-05,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":244.4420986083371,""energy"":1.1929854181650008e-06,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":338.75572812640934,""energy"":3.603892083325401e-06,""harmonic"":3,""tol_hz"":6.775114562528187},{""center_hz"":361.0816639552864,""energy"":0.0001289887301897122,""harmonic"":3,""tol_hz"":7.221633279105728}]",
source_domain/cwru_12khz_fe/B014_3.mat,source_domain/cwru_12khz_fe/B014_3.mat,source_12khz_fe,B,3.0,0.014,,1732.0,SKF6203_FE,12000,12000,X289_FE_time,9.083600196540438e-06,3.604418938825214e-08,False,False,0.21399727338846902,2.647306571523268,12.370749073599715,18.928239227826907,13.361355998816716,0.04575533505647096,0.04575533505647096,0.8483960486697628,2.9296875,28.866666666666667,11.016672608437315,99.15005347593583,160.64994652406418,115.11095565864171,B,BSF,115.11095565864171,0.0006484179850624518,0.0027251354323047385,0.002010985701214821,114.2578125,-0.8531431586417142,-0.029554612885971623,"[{""center_hz"":115.11095565864171,""energy"":1.2856728094300585e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":230.22191131728343,""energy"":5.722832179729573e-06,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":345.3328669759251,""energy"":2.2660077174014636e-05,""harmonic"":3,""tol_hz"":6.906657339518503}]","[{""center_hz"":104.0942830502044,""energy"":1.2260328618075943e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":126.12762826707903,""energy"":1.0245574564537066e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":219.2052387088461,""energy"":9.92893073553544e-06,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":241.23858392572075,""energy"":1.141864097335399e-06,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":334.3161943674878,""energy"":4.680760862570503e-06,""harmonic"":3,""tol_hz"":6.686323887349756},{""center_hz"":356.34953958436245,""energy"":0.00010668733876566152,""harmonic"":3,""tol_hz"":7.126990791687249}]",
source_domain/cwru_12khz_fe/B021_0.mat,source_domain/cwru_12khz_fe/B021_0.mat,source_12khz_fe,B,0.0,0.021,,1796.0,SKF6203_FE,12000,12000,X290_FE_time,-5.469631036424567e-06,1.9243822656718164e-07,False,False,0.15111922252108786,2.465411431696429,16.31434698092358,22.881636843369282,23.268292127179055,0.023226026679348078,0.023226026679348078,0.7682244482901912,2.9296875,29.933333333333334,11.423755199049317,102.81379679144385,166.58620320855616,119.36447826958458,B,BSF,119.36447826958458,0.00664986597503011,0.0004319247941935344,0.006865828372126876,120.1171875,0.7527092304154195,0.02514618809851067,"[{""center_hz"":119.36447826958458,""energy"":3.422929660647882e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":238.72895653916916,""energy"":2.27142829916305e-06,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":358.0934348087537,""energy"":0.00014875560659032743,""harmonic"":3,""tol_hz"":7.161868696175075}]","[{""center_hz"":107.94072307053526,""energy"":1.2299984320665604e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":130.7882334686339,""energy"":6.815738907261986e-07,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":227.30520134011985,""energy"":3.622814761342113e-07,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":250.15271173821847,""energy"":2.7720934037029773e-07,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":346.6696796097044,""energy"":1.8057450939293285e-06,""harmonic"":3,""tol_hz"":6.933393592194088},{""center_hz"":369.51719000780304,""energy"":5.67508856018436e-06,""harmonic"":3,""tol_hz"":7.390343800156061}]",
source_domain/cwru_12khz_fe/B021_1.mat,source_domain/cwru_12khz_fe/B021_1.mat,source_12khz_fe,B,1.0,0.021,,1775.0,SKF6203_FE,12000,12000,X291_FE_time,2.4778280627273232e-05,2.6164276480176152e-08,False,False,0.16840902564409227,3.131526429694264,18.594766032981422,27.51486707266893,28.359442572573634,0.02932530939940149,0.02932530939940149,0.757429004655009,2.9296875,29.583333333333332,11.290181224004753,101.61163101604278,164.63836898395724,117.96879116286895,B,BSF,117.96879116286895,0.010753084587005909,0.007645131776482006,0.014575650475246912,117.1875,-0.7812911628689534,-0.02640984212514772,"[{""center_hz"":117.96879116286895,""energy"":2.271227289526484e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":235.9375823257379,""energy"":1.9928139165372314e-06,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":353.90637348860685,""energy"":0.00031107349130581996,""harmonic"":3,""tol_hz"":7.078127469772137}]","[{""center_hz"":106.6786099388642,""energy"":1.5249383326045606e-06,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":129.2589723868737,""energy"":8.29090133922286e-07,""harmonic"":1,""tol_hz"":5.859375},{""center_hz"":224.64740110173315,""energy"":9.834853782040914e-07,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":247.22776354974266,""energy"":3.062089939529998e-07,""harmonic"":2,""tol_hz"":5.859375},{""center_hz"":342.6161922646021,""energy"":2.5153911367038587e-06,""harmonic"":3,""tol_hz"":6.852323845292042},{""center_hz"":365.1965547126116,""energy"":0.00021803674076914298,""harmonic"":3,""tol_hz"":7.303931094252232}]",
