relative_path,class_label,rpm,bearing,fr,FTF,BPFO,BPFI,BSF,BPFO_order,BPFI_order,BSF_order,FTF_order,frequency_use
source_domain/cwru_12khz_fe/B007_0.mat,B,1798.0,SKF6203_FE,29.966666666666665,11.436476530005942,102.92828877005347,166.77171122994653,119.49740085117655,3.43475935828877,5.56524064171123,3.987677447758951,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/B007_1.mat,B,1777.0,SKF6203_FE,29.616666666666667,11.30290255496138,101.72612299465241,164.8238770053476,118.10171374446091,3.4347593582887703,5.56524064171123,3.98767744775895,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/B007_2.mat,B,1755.0,SKF6203_FE,29.25,11.162967914438504,100.46671122994653,162.78328877005347,116.6395653469493,3.4347593582887703,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/B007_3.mat,B,1732.0,SKF6203_FE,28.866666666666667,11.016672608437315,99.15005347593583,160.64994652406418,115.11095565864171,3.4347593582887703,5.56524064171123,3.987677447758951,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/B014_0.mat,B,1796.0,SKF6203_FE,29.933333333333334,11.423755199049317,102.81379679144385,166.58620320855616,119.36447826958458,3.43475935828877,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/B014_1.mat,B,1775.0,SKF6203_FE,29.583333333333332,11.290181224004753,101.61163101604278,164.63836898395724,117.96879116286895,3.4347593582887703,5.565240641711231,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/B014_2.mat,B,1755.0,SKF6203_FE,29.25,11.162967914438504,100.46671122994653,162.78328877005347,116.6395653469493,3.4347593582887703,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/B014_3.mat,B,1732.0,SKF6203_FE,28.866666666666667,11.016672608437315,99.15005347593583,160.64994652406418,115.11095565864171,3.4347593582887703,5.56524064171123,3.987677447758951,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/B021_0.mat,B,1796.0,SKF6203_FE,29.933333333333334,11.423755199049317,102.81379679144385,166.58620320855616,119.36447826958458,3.43475935828877,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/B021_1.mat,B,1775.0,SKF6203_FE,29.583333333333332,11.290181224004753,101.61163101604278,164.63836898395724,117.96879116286895,3.4347593582887703,5.565240641711231,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/B021_2.mat,B,1756.0,SKF6203_FE,29.266666666666666,11.169328579916815,100.52395721925133,162.87604278074866,116.70602663774528,3.43475935828877,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/B021_3.mat,B,1734.0,SKF6203_FE,28.9,11.02939393939394,99.26454545454544,160.83545454545452,115.24387824023367,3.43475935828877,5.565240641711229,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/IR007_0.mat,IR,1796.0,SKF6203_FE,29.933333333333334,11.423755199049317,102.81379679144385,166.58620320855616,119.36447826958458,3.43475935828877,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/IR007_1.mat,IR,1772.0,SKF6203_FE,29.533333333333335,11.271099227569817,101.43989304812835,164.36010695187167,117.769407290481,3.4347593582887703,5.56524064171123,3.98767744775895,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/IR007_2.mat,IR,1755.0,SKF6203_FE,29.25,11.162967914438504,100.46671122994653,162.78328877005347,116.6395653469493,3.4347593582887703,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/IR007_3.mat,IR,1732.0,SKF6203_FE,28.866666666666667,11.016672608437315,99.15005347593583,160.64994652406418,115.11095565864171,3.4347593582887703,5.56524064171123,3.987677447758951,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/IR014_0.mat,IR,1796.0,SKF6203_FE,29.933333333333334,11.423755199049317,102.81379679144385,166.58620320855616,119.36447826958458,3.43475935828877,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/IR014_1.mat,IR,1775.0,SKF6203_FE,29.583333333333332,11.290181224004753,101.61163101604278,164.63836898395724,117.96879116286895,3.4347593582887703,5.565240641711231,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/IR014_2.mat,IR,1755.0,SKF6203_FE,29.25,11.162967914438504,100.46671122994653,162.78328877005347,116.6395653469493,3.4347593582887703,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/IR014_3.mat,IR,1733.0,SKF6203_FE,28.883333333333333,11.023033273915628,99.20729946524064,160.74270053475936,115.17741694943767,3.43475935828877,5.56524064171123,3.98767744775895,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/IR021_0.mat,IR,1796.0,SKF6203_FE,29.933333333333334,11.423755199049317,102.81379679144385,166.58620320855616,119.36447826958458,3.43475935828877,5.56524064171123,3.9876774477589505,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/IR021_1.mat,IR,1776.0,SKF6203_FE,29.6,11.296541889483066,101.66887700534761,164.73112299465245,118.03525245366495,3.4347593582887703,5.565240641711231,3.987677447758951,0.38163992869875224,class mechanism
source_domain/cwru_12khz_fe/IR021_2.mat,IR,1758.0,SKF6203_FE,29.3,11.182049910873442,100.63844919786096,163.06155080213904,116.83894921933724,3.43475935828877,5.56524064171123,3.98767744775895,0.38163992869875224,class mechanism
